"Data.File.Name","Data.File.Description","Component","Begin.Year","EndYear"
"GHB_F","Glycohemoglobin","Laboratory",2009,2010
"GLU_F","Plasma Fasting Glucose & Insulin","Laboratory",2009,2010
"HDL_F","Cholesterol - HDL","Laboratory",2009,2010
"HEPA_F","Hepatitis A Antibody","Laboratory",2009,2010
"HEPB_S_F","Hepatitis B Surface Antibody","Laboratory",2009,2010
"HEPBD_F","Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody","Laboratory",2009,2010
"HEPC_F","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype","Laboratory",2009,2010
"HEPE_F","Hepatitis E : IgG & IgM Antibodies","Laboratory",2009,2010
"HIV_F","HIV Antibody Test","Laboratory",2009,2010
"HPVSER_F","Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum","Laboratory",2009,2010
"HPVSWR_F","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array","Laboratory",2009,2010
"HSV_F","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2009,2010
"IHG_F","Mercury: Inorganic - Blood","Laboratory",2009,2010
"MMRV_F","Measles, Mumps, Rubella & Varicella","Laboratory",2009,2010
"OGTT_F","Oral Glucose Tolerance Test","Laboratory",2009,2010
"ORHPV_F","Human Papillomavirus (HPV) - Oral Rinse","Laboratory",2009,2010
"PAH_F","Polyaromatic Hydrocarbons -Urine","Laboratory",2009,2010
"PBCD_F","Cadmium, Lead, & Total Mercury - Blood","Laboratory",2009,2010
"PCBPOL_F","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","Laboratory",2009,2010
"PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2009,2010
"PFC_F","Polyfluoroalkyl Chemicals","Laboratory",2009,2010
"PHTHTE_F","Phthalates - Urine","Laboratory",2009,2010
"PHYTO_F","Phytoestrogens - Urine","Laboratory",2009,2010
"POOLTF_F","Pooled-Sample Technical Support File","Laboratory",2009,2010
"PP_F","Pesticides - Environmental - Urine","Laboratory",2009,2010
"PSA_F","Prostate Specific Antigen (PSA)","Laboratory",2009,2010
"PSTPOL_F","Pesticides - Organochlorine Pesticides - Pooled Samples","Laboratory",2009,2010
"SSEBV_F","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)","Laboratory",2009,2010
"SSHPV_F","Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus)","Laboratory",2009,2010
"SSKL_F","Klotho - Serum (Surplus)","Laboratory",2009,2010
"SSPOLI_F","Poliovirus Serotypes 1, 2, & 3 Antibodies - Serum (Surplus)","Laboratory",2009,2010
"SSTOXO_F","Toxoplasma Gondii Antibody - Serum (Surplus)","Laboratory",2009,2010
"TCHOL_F","Cholesterol - Total","Laboratory",2009,2010
"TFA_F","Trans Fatty Acids","Laboratory",2009,2010
"TFR_F","Transferrin Receptor","Laboratory",2009,2010
"TGEMA_F","Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)","Laboratory",2009,2010
"THYROD_F","Thyroid Profile","Laboratory",2009,2010
"TRIGLY_F","Cholesterol - LDL & Triglycerides","Laboratory",2009,2010
"UAS_F","Arsenics - Total & Speciated - Urine","Laboratory",2009,2010
"UCFLOW_F","Urine Flow Rate","Laboratory",2009,2010
"UCOSMO_F","Osmolality - Urine","Laboratory",2009,2010
"UCPREG_F","Pregnancy Test - Urine","Laboratory",2009,2010
"UHG_F","Mercury: Inorganic - Urine","Laboratory",2009,2010
"UHM_F","Metals - Urine","Laboratory",2009,2010
"UIO_F","Iodine - Urine","Laboratory",2009,2010
"UPHOPM_F","Pyrethroids, Herbicides, & OP Metabolites - Urine","Laboratory",2009,2010
"VID_F","Vitamin D","Laboratory",2009,2010
"VIT_B6_F","Vitamin B6","Laboratory",2009,2010
"VOC_F","Volatile Organic Compounds (VOCs) - Water","Laboratory",2009,2010
"VOCMWB_F","Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood","Laboratory",2009,2010
"VOCWB_F","Volatile Organic Compounds (VOCs) - Blood","Laboratory",2009,2010
"ALB_CR_G","Albumin & Creatinine - Urine","Laboratory",2011,2012
"APOB_G","Apolipoprotein B","Laboratory",2011,2012
"BFRPOL_G","Brominated Flame Retardants (BFRs) - Pooled Samples","Laboratory",2011,2012
"BIOPRO_G","Standard Biochemistry Profile","Laboratory",2011,2012
"CAFE_G","Caffeine & Caffeine Metabolites - Urine","Laboratory",2011,2012
"CBC_G","Complete Blood Count with 5-part Differential - Whole Blood","Laboratory",2011,2012
"CHLMDA_G","Chlamydia - Urine","Laboratory",2011,2012
"CMV_G","Cytomegalovirus IgG & IgM Antibodies - Serum","Laboratory",2011,2012
"COTNAL_G","Cotinine - Serum & Total NNAL - Urine","Laboratory",2011,2012
"CUSEZN_G","Copper, Selenium & Zinc - Serum","Laboratory",2011,2012
"DEET_G","DEET and Metabolites","Laboratory",2011,2012
"DOXPOL_G","Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples","Laboratory",2011,2012
"EPH_G","Environmental Phenols & Parabens","Laboratory",2011,2012
"FAS_G","Fatty Acids - Serum","Laboratory",2011,2012
"FASTQX_G","Fasting Questionnaire","Laboratory",2011,2012
"FOLATE_G","Folate - RBC","Laboratory",2011,2012
"FOLFMS_G","Folate Forms - Total & Individual - Serum","Laboratory",2011,2012
"GHB_G","Glycohemoglobin","Laboratory",2011,2012
"GLU_G","Plasma Fasting Glucose & Insulin","Laboratory",2011,2012
"HDL_G","Cholesterol - HDL","Laboratory",2011,2012
"HEPA_G","Hepatitis A Antibody","Laboratory",2011,2012
"HEPB_S_G","Hepatitis B Surface Antibody","Laboratory",2011,2012
"HEPBD_G","Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody","Laboratory",2011,2012
"HEPC_G","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype","Laboratory",2011,2012
"HEPE_G","Hepatitis E : IgG & IgM Antibodies","Laboratory",2011,2012
"HIV_G","HIV Antibody Test","Laboratory",2011,2012
"HPVSWR_G","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array","Laboratory",2011,2012
"HSV_G","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2011,2012
"IHGEM_G","Mercury: Inorganic, Ethyl and Methyl - Blood","Laboratory",2011,2012
"MMA_G","Methylmalonic Acid","Laboratory",2011,2012
"OGTT_G","Oral Glucose Tolerance Test","Laboratory",2011,2012
"OPD_G","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","Laboratory",2011,2012
"ORHPV_G","Human Papillomavirus (HPV) - Oral Rinse","Laboratory",2011,2012
"PAH_G","Polyaromatic Hydrocarbons (PAHs) - Urine","Laboratory",2011,2012
"PAHS_G","Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample","Laboratory",2011,2012
"PBCD_G","Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood","Laboratory",2011,2012
"PCBPOL_G","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","Laboratory",2011,2012
"PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2011,2012
"PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample","Laboratory",2011,2012
"PFC_G","Polyfluoroalkyl Chemicals","Laboratory",2011,2012
"PHTHTE_G","Phthalates & Plasticizers Metabolites - Urine","Laboratory",2011,2012
"POOLTF_G","Pooled-Sample Technical Support File","Laboratory",2011,2012
"PP_G","Pesticides - Environmental - Urine","Laboratory",2011,2012
"PSTPOL_G","Pesticides - Organochlorine Pesticides - Pooled Samples","Laboratory",2011,2012
"SSANA2_G","Autoantibodies - Immunofluorescence Analyses (Surplus)","Laboratory",2011,2012
"SSDFS_G","Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus)","Laboratory",2011,2012
"SSFR_G","Flame Retardants - Urine  (Surplus)","Laboratory",2011,2012
"SSKL_G","Klotho - Serum (Surplus)","Laboratory",2011,2012
"SSTOCA_G","Antibody to Toxocara spp. (Surplus)","Laboratory",2011,2012
"SSTOXO_G","Toxoplasma gondii Antibody - Serum (Surplus)","Laboratory",2011,2012
"TB_G","Tuberculosis - Quantiferon_In_Gold","Laboratory",2011,2012
"TCHOL_G","Cholesterol - Total","Laboratory",2011,2012
"TGEMA_G","Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)","Laboratory",2011,2012
"THYROD_G","Thyroid Profile","Laboratory",2011,2012
"TRIGLY_G","Cholesterol - LDL & Triglycerides","Laboratory",2011,2012
"TST_G","Total Testosterone","Laboratory",2011,2012
"UAS_G","Arsenics - Total & Speciated - Urine","Laboratory",2011,2012
"UASS_G","Arsenics - Total & Speciated - Urine - Special Sample","Laboratory",2011,2012
"UCFLOW_G","Urine Flow Rate","Laboratory",2011,2012
"UCOSMO_G","Osmolality - Urine","Laboratory",2011,2012
"UCPREG_G","Pregnancy Test - Urine","Laboratory",2011,2012
"UHG_G","Mercury: Inorganic - Urine","Laboratory",2011,2012
"UHM_G","Metals - Urine","Laboratory",2011,2012
"UHMS_G","Metals - Urine - Special Sample","Laboratory",2011,2012
"UIO_G","Iodine - Urine","Laboratory",2011,2012
"UPHOPM_G","Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine","Laboratory",2011,2012
"UVOC_G","Volatile Organic Compound (VOC) Metabolites - Urine","Laboratory",2011,2012
"UVOCS_G","Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample","Laboratory",2011,2012
"VID_G","Vitamin D","Laboratory",2011,2012
"VITB12_G","Vitamin B12","Laboratory",2011,2012
"VOCMWB_G","Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood","Laboratory",2011,2012
"VOCWB_G","Volatile Organic Compounds (VOCs) - Blood","Laboratory",2011,2012
"AA_H","Aromatic Amines - Urine","Laboratory",2013,2014
"AAS_H","Aromatic Amines - Urine - Special Sample","Laboratory",2013,2014
"ALB_CR_H","Albumin & Creatinine - Urine","Laboratory",2013,2014
"ALD_H","Aldehydes - Serum","Laboratory",2013,2014
"ALDS_H","Aldehydes - Serum - Special Sample","Laboratory",2013,2014
"AMDGDS_H","Acrylamide & Glycidamide - Special Sample","Laboratory",2013,2014
"AMDGYD_H","Acrylamide & Glycidamide","Laboratory",2013,2014
"APOB_H","Apolipoprotein B","Laboratory",2013,2014
"BFRPOL_H","Brominated Flame Retardants (BFRs) - Pooled Samples","Laboratory",2013,2014
"BIOPRO_H","Standard Biochemistry Profile","Laboratory",2013,2014
"CAFE_H","Caffeine & Caffeine Metabolites - Urine","Laboratory",2013,2014
"CBC_H","Complete Blood Count with 5-part Differential - Whole Blood","Laboratory",2013,2014
"CHLMDA_H","Chlamydia - Urine","Laboratory",2013,2014
"COT_H","Cotinine and Hydroxycotinine - Serum","Laboratory",2013,2014
"CUSEZN_H","Copper, Selenium & Zinc - Serum","Laboratory",2013,2014
"DEET_H","DEET and Metabolites","Laboratory",2013,2014
"EPHPP_H","Personal Care and Consumer Product Chemicals and Metabolites","Laboratory",2013,2014
"ETHOX_H","Ethylene Oxide","Laboratory",2013,2014
"ETHOXS_H","Ethylene Oxide - Special Sample","Laboratory",2013,2014
"FAS_H","Fatty Acids - Serum","Laboratory",2013,2014
"FASTQX_H","Fasting Questionnaire","Laboratory",2013,2014
"FLDEP_H","Fluoride - Plasma","Laboratory",2013,2014
"FLDEW_H","Fluoride - Water","Laboratory",2013,2014
"FOLATE_H","Folate - RBC","Laboratory",2013,2014
"FOLFMS_H","Folate Forms - Total & Individual - Serum","Laboratory",2013,2014
"FORMAL_H","Formaldehyde","Laboratory",2013,2014
"FORMAS_H","Formaldehyde - Special Sample","Laboratory",2013,2014
"GHB_H","Glycohemoglobin","Laboratory",2013,2014
"GLU_H","Plasma Fasting Glucose","Laboratory",2013,2014
"HCAA_H","Heterocyclic Aromatic Amines - Urine","Laboratory",2013,2014
"HCAAS_H","Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample","Laboratory",2013,2014
"HDL_H","Cholesterol - HDL","Laboratory",2013,2014
"HEPA_H","Hepatitis A","Laboratory",2013,2014
"HEPB_S_H","Hepatitis B: Surface Antibody","Laboratory",2013,2014
"HEPBD_H","Hepatitis B: core antibody, surface antigen, and Hepatitis D antibody","Laboratory",2013,2014
"HEPC_H","Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype","Laboratory",2013,2014
"HEPE_H","Hepatitis E: IgG & IgM Antibodies","Laboratory",2013,2014
"HIV_H","HIV Antibody Test","Laboratory",2013,2014
"HPVP_H","Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array","Laboratory",2013,2014
"HPVSWR_H","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas & Roche Linear Array","Laboratory",2013,2014
"HSV_H","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2013,2014
"IHGEM_H","Mercury: Inorganic, Ethyl and Methyl - Blood","Laboratory",2013,2014
"INS_H","Insulin","Laboratory",2013,2014
"MMA_H","Methylmalonic Acid","Laboratory",2013,2014
"OGTT_H","Oral Glucose Tolerance Test","Laboratory",2013,2014
"ORHPV_H","Human Papillomavirus (HPV) - Oral Rinse","Laboratory",2013,2014
"PAH_H","Polycyclic Aromatic Hydrocarbons (PAH) - Urine","Laboratory",2013,2014
"PBCD_H","Lead, Cadmium, Total Mercury, Selenium, and Manganese - Blood","Laboratory",2013,2014
"PCBPOL_H","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples","Laboratory",2013,2014
"PERNT_H","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2013,2014
"PERNTS_H","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample","Laboratory",2013,2014
"PFAS_H","Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC)","Laboratory",2013,2014
"PHTHTE_H","Phthalates and Plasticizers Metabolites - Urine","Laboratory",2013,2014
"POOLTF_H","Pooled-Sample Technical Support File","Laboratory",2013,2014
"PSTPOL_H","Pesticides - Organochlorine Pesticides - Serum - Pooled Samples","Laboratory",2013,2014
"SSCT_H","Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results","Laboratory",2013,2014
"SSFLRT_H","Flame Retardant Metabolites - Urine (Surplus)","Laboratory",2013,2014
"SSGLYP_H","Glyphosate (GLYP) - Urine","Laboratory",2013,2014
"SSHEPC_H","Hepatitis C: Confirmed Antibody (INNO-LIA)","Laboratory",2013,2014
"SSKL_H","Klotho - Serum (Surplus)","Laboratory",2013,2014
"SSPFAC_H","Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age","Laboratory",2013,2014
"SSPFAS_H","Perfluoroalkyl and Polyfluoroalkyl Substances - Linear and Branched PFOS and PFOA Isomers (Surplus)","Laboratory",2013,2014
"SSPFSU_H","Perfluoroalkyl and Polyfluoroalkyl Substances","Laboratory",2013,2014
"SSPHTE_H","Phthalates and Plasticizers Metabolites - Urine (Surplus)","Laboratory",2013,2014
"SSSNFL_H","Serum Neurofilament Light Chain - Serum","Laboratory",2013,2014
"SSTERP_H","Terpenes – Serum (Surplus)","Laboratory",2013,2014
"SSTOCA_H","Antibody to Toxocara spp. (Surplus)","Laboratory",2013,2014
"SSTOXO_H","Toxoplasma gondii Antibody - Serum (Surplus)","Laboratory",2013,2014
"TCHOL_H","Cholesterol - Total","Laboratory",2013,2014
"TGEMA_H","Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)","Laboratory",2013,2014
"TRICH_H","Trichomonas - Urine","Laboratory",2013,2014
"TRIGLY_H","Cholesterol - LDL & Triglycerides","Laboratory",2013,2014
"TSNA_H","Tobacco-specific Nitrosamines (TSNAs) - Urine","Laboratory",2013,2014
"TST_H","Sex Steroid Hormone - Serum","Laboratory",2013,2014
"UAS_H","Arsenics - Speciated - Urine","Laboratory",2013,2014
"UASS_H","Arsenics - Speciated - Urine - Special Sample","Laboratory",2013,2014
"UCFLOW_H","Urine Flow Rate","Laboratory",2013,2014
"UCOT_H","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine","Laboratory",2013,2014
"UCOTS_H","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample","Laboratory",2013,2014
"UCPREG_H","Pregnancy Test - Urine","Laboratory",2013,2014
"UHG_H","Mercury: Inorganic - Urine","Laboratory",2013,2014
"UIO_H","Iodine - Urine","Laboratory",2013,2014
"UM_H","Metals - Urine","Laboratory",2013,2014
"UMS_H","Metals - Urine - Special Sample","Laboratory",2013,2014
"UPHOPM_H","Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine","Laboratory",2013,2014
"UTAS_H","Arsenic - Total - Urine","Laboratory",2013,2014
"UTASS_H","Arsenic - Total - Urine - Special Sample","Laboratory",2013,2014
"UVOC_H","Volatile Organic Compound (VOC) Metabolites - Urine","Laboratory",2013,2014
"UVOCS_H","Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample","Laboratory",2013,2014
"VID_H","Vitamin D","Laboratory",2013,2014
"VITB12_H","Vitamin B12","Laboratory",2013,2014
"VNA_H","Volatile N-Nitrosamine Compounds (VNAs) - Urine","Laboratory",2013,2014
"VNAS_H","Volatile N-Nitrosamine Compounds (VNAs) - Urine - Special Sample","Laboratory",2013,2014
"VOCWB_H","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","Laboratory",2013,2014
"VOCWBS_H","Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample","Laboratory",2013,2014
"ALB_CR_I","Albumin & Creatinine - Urine","Laboratory",2015,2016
"AMDGYD_I","Acrylamide & Glycidamide","Laboratory",2015,2016
"APOB_I","Apolipoprotein B","Laboratory",2015,2016
"BFRPOL_I","Brominated Flame Retardants (BFRs) - Pooled Samples","Laboratory",2015,2016
"BIOPRO_I","Standard Biochemistry Profile","Laboratory",2015,2016
"CBC_I","Complete Blood Count with 5-Part Differential - Whole Blood","Laboratory",2015,2016
"CHLMDA_I","Chlamydia - Urine","Laboratory",2015,2016
"COT_I","Cotinine and Hydroxycotinine - Serum","Laboratory",2015,2016
"CRCO_I","Chromium & Cobalt","Laboratory",2015,2016
"CUSEZN_I","Copper, Selenium & Zinc - Serum","Laboratory",2015,2016
"DEET_I","DEET Metabolite - Urine","Laboratory",2015,2016
"DOXPOL_I","Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples","Laboratory",2015,2016
"EPHPP_I","Personal Care and Consumer Product Chemicals and Metabolites","Laboratory",2015,2016
"ETHOX_I","Ethylene Oxide","Laboratory",2015,2016
"FASTQX_I","Fasting Questionnaire","Laboratory",2015,2016
"FERTIN_I","Ferritin","Laboratory",2015,2016
"FLDEP_I","Fluoride - Plasma","Laboratory",2015,2016
"FLDEW_I","Fluoride - Water","Laboratory",2015,2016
"FOLATE_I","Folate - RBC","Laboratory",2015,2016
"FOLFMS_I","Folate Forms - Total & Individual - Serum","Laboratory",2015,2016
"FORMAL_I","Formaldehyde","Laboratory",2015,2016
"GHB_I","Glycohemoglobin","Laboratory",2015,2016
"GLU_I","Plasma Fasting Glucose","Laboratory",2015,2016
"HDL_I","Cholesterol - High-Density Lipoprotein (HDL)","Laboratory",2015,2016
"HEPA_I","Hepatitis A","Laboratory",2015,2016
"HEPB_S_I","Hepatitis B: Surface Antibody","Laboratory",2015,2016
"HEPBD_I","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody","Laboratory",2015,2016
"HEPC_I","Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype","Laboratory",2015,2016
"HEPE_I","Hepatitis E: IgG & IgM Antibodies","Laboratory",2015,2016
"HIV_I","HIV Antibody Test","Laboratory",2015,2016
"HPVP_I","Human Papillomavirus (HPV) DNA - Penile Swabs: Roche Linear Array","Laboratory",2015,2016
"HPVSWC_I","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk","Laboratory",2015,2016
"HPVSWR_I","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array","Laboratory",2015,2016
"HSCRP_I","High-Sensitivity C-Reactive Protein (hs-CRP)","Laboratory",2015,2016
"HSV_I","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2015,2016
"IHGEM_I","Mercury: Inorganic, Ethyl and Methyl - Blood","Laboratory",2015,2016
"INS_I","Insulin","Laboratory",2015,2016
"OGTT_I","Oral Glucose Tolerance Test","Laboratory",2015,2016
"OPD_I","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","Laboratory",2015,2016
"ORHPV_I","Human Papillomavirus (HPV) - Oral Rinse","Laboratory",2015,2016
"PAH_I","Polycyclic Aromatic Hydrocarbons (PAH) - Urine","Laboratory",2015,2016
"PAHS_I","Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample","Laboratory",2015,2016
"PBCD_I","Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood","Laboratory",2015,2016
"PCBPOL_I","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","Laboratory",2015,2016
"PERNT_I","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2015,2016
"PERNTS_I","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample","Laboratory",2015,2016
"PFAS_I","Perfluoroalkyl and Polyfluoroalkyl","Laboratory",2015,2016
"PHTHTE_I","Phthalates and Plasticizers Metabolites - Urine","Laboratory",2015,2016
"POOLTF_I","Pooled-Sample Technical Support File","Laboratory",2015,2016
"PSTPOL_I","Pesticides - Organochlorine Pesticides - Pooled Samples","Laboratory",2015,2016
"SSAGP_I","Alpha-1-Acid Glycoprotein - Serum (Surplus)","Laboratory",2015,2016
"SSCLTY_I","Chlorinated Tyrosine – Serum (Surplus)","Laboratory",2015,2016
"SSCT_I","Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results","Laboratory",2015,2016
"SSDEET_I","DEET Metabolites - Urine - Surplus","Laboratory",2015,2016
"SSFR_I","Flame Retardants - Urine (Surplus)","Laboratory",2015,2016
"SSGLYP_I","Glyphosate (GLYP) - Urine (Surplus)","Laboratory",2015,2016
"SSKL_I","Klotho - Serum (Surplus)","Laboratory",2015,2016
"SSMHHT_I","Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)","Laboratory",2015,2016
"SSNEON_I","Neonicotinoids - Urine - Surplus","Laboratory",2015,2016
"SSPT_I","Pertussis and tetanus – Serum (Surplus)","Laboratory",2015,2016
"TCHOL_I","Cholesterol - Total","Laboratory",2015,2016
"TFR_I","Transferrin Receptor","Laboratory",2015,2016
"TRICH_I","Trichomonas - Urine","Laboratory",2015,2016
"TRIGLY_I","Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides","Laboratory",2015,2016
"TST_I","Sex Steroid Hormone - Serum","Laboratory",2015,2016
"UADM_I","Aromatic Diamines - Urine","Laboratory",2015,2016
"UAS_I","Speciated Arsenics - Urine","Laboratory",2015,2016
"UASS_I","Speciated Arsenics - Urine - Special Sample","Laboratory",2015,2016
"UCFLOW_I","Urine Flow Rate","Laboratory",2015,2016
"UCOT_I","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine","Laboratory",2015,2016
"UCOTS_I","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample","Laboratory",2015,2016
"UCPREG_I","Pregnancy Test - Urine","Laboratory",2015,2016
"UFLDE_I","Fluoride - Urine","Laboratory",2015,2016
"UHG_I","Mercury: Inorganic - Urine","Laboratory",2015,2016
"UIO_I","Iodine - Urine","Laboratory",2015,2016
"UM_I","Metals - Urine","Laboratory",2015,2016
"UMS_I","Metals - Urine - Special Sample","Laboratory",2015,2016
"UPHOPM_I","Pyrethroids, Herbicides, & Organophosphorus Metabolites","Laboratory",2015,2016
"UTAS_I","Arsenic - Total - Urine","Laboratory",2015,2016
"UTASS_I","Arsenic - Total - Urine - Special Sample","Laboratory",2015,2016
"UVOC_I","Volatile Organic Compound (VOC) Metabolites - Urine","Laboratory",2015,2016
"UVOCS_I","Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample","Laboratory",2015,2016
"VID_I","Vitamin D","Laboratory",2015,2016
"VOCWB_I","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","Laboratory",2015,2016
"VOCWBS_I","Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample","Laboratory",2015,2016
"ALB_CR_J","Albumin & Creatinine - Urine","Laboratory",2017,2018
"BIOPRO_J","Standard Biochemistry Profile","Laboratory",2017,2018
"CBC_J","Complete Blood Count with 5-Part Differential","Laboratory",2017,2018
"CMV_J","Cytomegalovirus IgG & IgM Antibodies - Serum","Laboratory",2017,2018
"COT_J","Cotinine and Hydroxycotinine - Serum","Laboratory",2017,2018
"CRCO_J","Chromium & Cobalt","Laboratory",2017,2018
"ETHOX_J","Ethylene Oxide","Laboratory",2017,2018
"FASTQX_J","Fasting Questionnaire","Laboratory",2017,2018
"FERTIN_J","Ferritin","Laboratory",2017,2018
"FETIB_J","Iron Status - Serum","Laboratory",2017,2018
"FOLATE_J","Folate - RBC","Laboratory",2017,2018
"FOLFMS_J","Folate Forms - Total & Individual - Serum","Laboratory",2017,2018
"FR_J","Flame Retardants - Urine","Laboratory",2017,2018
"GHB_J","Glycohemoglobin","Laboratory",2017,2018
"GLU_J","Plasma Fasting Glucose","Laboratory",2017,2018
"HDL_J","Cholesterol - High - Density Lipoprotein (HDL)","Laboratory",2017,2018
"HEPA_J","Hepatitis A","Laboratory",2017,2018
"HEPB_S_J","Hepatitis B: Surface Antibody","Laboratory",2017,2018
"HEPBD_J","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody","Laboratory",2017,2018
"HEPC_J","Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype","Laboratory",2017,2018
"HEPE_J","Hepatitis E: IgG & IgM Antibodies","Laboratory",2017,2018
"HIV_J","HIV Antibody Test","Laboratory",2017,2018
"HSCRP_J","High-Sensitivity C-Reactive Protein","Laboratory",2017,2018
"IHGEM_J","Mercury: Inorganic, Ethyl and Methyl - Blood","Laboratory",2017,2018
"INS_J","Insulin","Laboratory",2017,2018
"OPD_J","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","Laboratory",2017,2018
"P_ALB_CR","Albumin & Creatinine - Urine","Laboratory",2017,2020
"P_BIOPRO","Standard Biochemistry Profile","Laboratory",2017,2020
"P_CBC","Complete Blood Count with 5-Part Differential in Whole Blood","Laboratory",2017,2020
"P_CMV","Cytomegalovirus IgG & IgM Antibodies - Serum","Laboratory",2017,2020
"P_COT","Cotinine and Hydroxycotinine - Serum","Laboratory",2017,2020
"P_CRCO","Chromium & Cobalt","Laboratory",2017,2020
"P_ETHOX","Ethylene Oxide","Laboratory",2017,2020
"P_FASTQX","Fasting Questionnaire","Laboratory",2017,2020
"P_FERTIN","Ferritin","Laboratory",2017,2020
