"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"908","Female","18-44","Other","Some college/TS","SBP 130-139","Normal weight","Smoke",0
"909","Male","45-64","Other","Some college/TS","SBP 130-139","Normal weight","Smoke",0
"910","Female","45-64","Other","Some college/TS","SBP 130-139","Normal weight","Smoke",0
"911","Male","64+","Other","Some college/TS","SBP 130-139","Normal weight","Smoke",0
"912","Female","64+","Other","Some college/TS","SBP 130-139","Normal weight","Smoke",0
"913","Male","18-44","NH White",">=College grad","SBP 130-139","Normal weight","Smoke",0
"914","Female","18-44","NH White",">=College grad","SBP 130-139","Normal weight","Smoke",0
"915","Male","45-64","NH White",">=College grad","SBP 130-139","Normal weight","Smoke",0
"916","Female","45-64","NH White",">=College grad","SBP 130-139","Normal weight","Smoke",0
"917","Male","64+","NH White",">=College grad","SBP 130-139","Normal weight","Smoke",0
"918","Female","64+","NH White",">=College grad","SBP 130-139","Normal weight","Smoke",0
"919","Male","18-44","NH Black",">=College grad","SBP 130-139","Normal weight","Smoke",0
"920","Female","18-44","NH Black",">=College grad","SBP 130-139","Normal weight","Smoke",0
"921","Male","45-64","NH Black",">=College grad","SBP 130-139","Normal weight","Smoke",0
"922","Female","45-64","NH Black",">=College grad","SBP 130-139","Normal weight","Smoke",0
"923","Male","64+","NH Black",">=College grad","SBP 130-139","Normal weight","Smoke",0
"924","Female","64+","NH Black",">=College grad","SBP 130-139","Normal weight","Smoke",0
"925","Male","18-44","Hispanic",">=College grad","SBP 130-139","Normal weight","Smoke",0
"926","Female","18-44","Hispanic",">=College grad","SBP 130-139","Normal weight","Smoke",0
"927","Male","45-64","Hispanic",">=College grad","SBP 130-139","Normal weight","Smoke",0
"928","Female","45-64","Hispanic",">=College grad","SBP 130-139","Normal weight","Smoke",0
"929","Male","64+","Hispanic",">=College grad","SBP 130-139","Normal weight","Smoke",0
"930","Female","64+","Hispanic",">=College grad","SBP 130-139","Normal weight","Smoke",0
"931","Male","18-44","Other",">=College grad","SBP 130-139","Normal weight","Smoke",0
"932","Female","18-44","Other",">=College grad","SBP 130-139","Normal weight","Smoke",0
"933","Male","45-64","Other",">=College grad","SBP 130-139","Normal weight","Smoke",0
"934","Female","45-64","Other",">=College grad","SBP 130-139","Normal weight","Smoke",0
"935","Male","64+","Other",">=College grad","SBP 130-139","Normal weight","Smoke",0
"936","Female","64+","Other",">=College grad","SBP 130-139","Normal weight","Smoke",0
"937","Male","18-44","NH White",NA,"SBP 130-139","Normal weight","Smoke",0
"938","Female","18-44","NH White",NA,"SBP 130-139","Normal weight","Smoke",0
"939","Male","45-64","NH White",NA,"SBP 130-139","Normal weight","Smoke",0
"940","Female","45-64","NH White",NA,"SBP 130-139","Normal weight","Smoke",0
"941","Male","64+","NH White",NA,"SBP 130-139","Normal weight","Smoke",0
"942","Female","64+","NH White",NA,"SBP 130-139","Normal weight","Smoke",0
"943","Male","18-44","NH Black",NA,"SBP 130-139","Normal weight","Smoke",0
"944","Female","18-44","NH Black",NA,"SBP 130-139","Normal weight","Smoke",0
"945","Male","45-64","NH Black",NA,"SBP 130-139","Normal weight","Smoke",0
"946","Female","45-64","NH Black",NA,"SBP 130-139","Normal weight","Smoke",0
"947","Male","64+","NH Black",NA,"SBP 130-139","Normal weight","Smoke",0
"948","Female","64+","NH Black",NA,"SBP 130-139","Normal weight","Smoke",0
"949","Male","18-44","Hispanic",NA,"SBP 130-139","Normal weight","Smoke",0
"950","Female","18-44","Hispanic",NA,"SBP 130-139","Normal weight","Smoke",0
"951","Male","45-64","Hispanic",NA,"SBP 130-139","Normal weight","Smoke",0
"952","Female","45-64","Hispanic",NA,"SBP 130-139","Normal weight","Smoke",0
"953","Male","64+","Hispanic",NA,"SBP 130-139","Normal weight","Smoke",0
"954","Female","64+","Hispanic",NA,"SBP 130-139","Normal weight","Smoke",0
"955","Male","18-44","Other",NA,"SBP 130-139","Normal weight","Smoke",0
"956","Female","18-44","Other",NA,"SBP 130-139","Normal weight","Smoke",0
"957","Male","45-64","Other",NA,"SBP 130-139","Normal weight","Smoke",0
"958","Female","45-64","Other",NA,"SBP 130-139","Normal weight","Smoke",0
"959","Male","64+","Other",NA,"SBP 130-139","Normal weight","Smoke",0
"960","Female","64+","Other",NA,"SBP 130-139","Normal weight","Smoke",0
"961","Male","18-44","NH White","<HSG","SBP>=140","Normal weight","Smoke",0
"962","Female","18-44","NH White","<HSG","SBP>=140","Normal weight","Smoke",0
"963","Male","45-64","NH White","<HSG","SBP>=140","Normal weight","Smoke",0
"964","Female","45-64","NH White","<HSG","SBP>=140","Normal weight","Smoke",0
"965","Male","64+","NH White","<HSG","SBP>=140","Normal weight","Smoke",0
"966","Female","64+","NH White","<HSG","SBP>=140","Normal weight","Smoke",0
"967","Male","18-44","NH Black","<HSG","SBP>=140","Normal weight","Smoke",0
"968","Female","18-44","NH Black","<HSG","SBP>=140","Normal weight","Smoke",0
"969","Male","45-64","NH Black","<HSG","SBP>=140","Normal weight","Smoke",16170
"970","Female","45-64","NH Black","<HSG","SBP>=140","Normal weight","Smoke",0
"971","Male","64+","NH Black","<HSG","SBP>=140","Normal weight","Smoke",0
"972","Female","64+","NH Black","<HSG","SBP>=140","Normal weight","Smoke",0
"973","Male","18-44","Hispanic","<HSG","SBP>=140","Normal weight","Smoke",0
"974","Female","18-44","Hispanic","<HSG","SBP>=140","Normal weight","Smoke",0
"975","Male","45-64","Hispanic","<HSG","SBP>=140","Normal weight","Smoke",0
"976","Female","45-64","Hispanic","<HSG","SBP>=140","Normal weight","Smoke",0
"977","Male","64+","Hispanic","<HSG","SBP>=140","Normal weight","Smoke",0
"978","Female","64+","Hispanic","<HSG","SBP>=140","Normal weight","Smoke",0
"979","Male","18-44","Other","<HSG","SBP>=140","Normal weight","Smoke",0
"980","Female","18-44","Other","<HSG","SBP>=140","Normal weight","Smoke",0
"981","Male","45-64","Other","<HSG","SBP>=140","Normal weight","Smoke",0
"982","Female","45-64","Other","<HSG","SBP>=140","Normal weight","Smoke",0
"983","Male","64+","Other","<HSG","SBP>=140","Normal weight","Smoke",0
"984","Female","64+","Other","<HSG","SBP>=140","Normal weight","Smoke",0
"985","Male","18-44","NH White","HSG/GED","SBP>=140","Normal weight","Smoke",0
"986","Female","18-44","NH White","HSG/GED","SBP>=140","Normal weight","Smoke",0
"987","Male","45-64","NH White","HSG/GED","SBP>=140","Normal weight","Smoke",0
"988","Female","45-64","NH White","HSG/GED","SBP>=140","Normal weight","Smoke",0
"989","Male","64+","NH White","HSG/GED","SBP>=140","Normal weight","Smoke",0
"990","Female","64+","NH White","HSG/GED","SBP>=140","Normal weight","Smoke",0
"991","Male","18-44","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",17830
"992","Female","18-44","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",0
"993","Male","45-64","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",0
"994","Female","45-64","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",0
"995","Male","64+","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",0
"996","Female","64+","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",0
"997","Male","18-44","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke",0
"998","Female","18-44","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke",0
"999","Male","45-64","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1000","Female","45-64","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1001","Male","64+","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1002","Female","64+","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1003","Male","18-44","Other","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1004","Female","18-44","Other","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1005","Male","45-64","Other","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1006","Female","45-64","Other","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1007","Male","64+","Other","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1008","Female","64+","Other","HSG/GED","SBP>=140","Normal weight","Smoke",0
"1009","Male","18-44","NH White","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1010","Female","18-44","NH White","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1011","Male","45-64","NH White","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1012","Female","45-64","NH White","Some college/TS","SBP>=140","Normal weight","Smoke",119426
"1013","Male","64+","NH White","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1014","Female","64+","NH White","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1015","Male","18-44","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1016","Female","18-44","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1017","Male","45-64","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1018","Female","45-64","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1019","Male","64+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke",13719
"1020","Female","64+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1021","Male","18-44","Hispanic","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1022","Female","18-44","Hispanic","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1023","Male","45-64","Hispanic","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1024","Female","45-64","Hispanic","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1025","Male","64+","Hispanic","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1026","Female","64+","Hispanic","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1027","Male","18-44","Other","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1028","Female","18-44","Other","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1029","Male","45-64","Other","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1030","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1031","Male","64+","Other","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1032","Female","64+","Other","Some college/TS","SBP>=140","Normal weight","Smoke",0
"1033","Male","18-44","NH White",">=College grad","SBP>=140","Normal weight","Smoke",0
"1034","Female","18-44","NH White",">=College grad","SBP>=140","Normal weight","Smoke",0
"1035","Male","45-64","NH White",">=College grad","SBP>=140","Normal weight","Smoke",0
"1036","Female","45-64","NH White",">=College grad","SBP>=140","Normal weight","Smoke",0
"1037","Male","64+","NH White",">=College grad","SBP>=140","Normal weight","Smoke",0
"1038","Female","64+","NH White",">=College grad","SBP>=140","Normal weight","Smoke",0
"1039","Male","18-44","NH Black",">=College grad","SBP>=140","Normal weight","Smoke",0
"1040","Female","18-44","NH Black",">=College grad","SBP>=140","Normal weight","Smoke",0
"1041","Male","45-64","NH Black",">=College grad","SBP>=140","Normal weight","Smoke",0
"1042","Female","45-64","NH Black",">=College grad","SBP>=140","Normal weight","Smoke",0
"1043","Male","64+","NH Black",">=College grad","SBP>=140","Normal weight","Smoke",12734
"1044","Female","64+","NH Black",">=College grad","SBP>=140","Normal weight","Smoke",0
"1045","Male","18-44","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke",0
"1046","Female","18-44","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke",0
"1047","Male","45-64","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke",0
"1048","Female","45-64","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke",0
"1049","Male","64+","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke",0
"1050","Female","64+","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke",0
"1051","Male","18-44","Other",">=College grad","SBP>=140","Normal weight","Smoke",0
"1052","Female","18-44","Other",">=College grad","SBP>=140","Normal weight","Smoke",0
"1053","Male","45-64","Other",">=College grad","SBP>=140","Normal weight","Smoke",0
"1054","Female","45-64","Other",">=College grad","SBP>=140","Normal weight","Smoke",0
"1055","Male","64+","Other",">=College grad","SBP>=140","Normal weight","Smoke",0
"1056","Female","64+","Other",">=College grad","SBP>=140","Normal weight","Smoke",0
"1057","Male","18-44","NH White",NA,"SBP>=140","Normal weight","Smoke",0
"1058","Female","18-44","NH White",NA,"SBP>=140","Normal weight","Smoke",0
"1059","Male","45-64","NH White",NA,"SBP>=140","Normal weight","Smoke",0
"1060","Female","45-64","NH White",NA,"SBP>=140","Normal weight","Smoke",0
"1061","Male","64+","NH White",NA,"SBP>=140","Normal weight","Smoke",0
"1062","Female","64+","NH White",NA,"SBP>=140","Normal weight","Smoke",0
"1063","Male","18-44","NH Black",NA,"SBP>=140","Normal weight","Smoke",0
"1064","Female","18-44","NH Black",NA,"SBP>=140","Normal weight","Smoke",0
"1065","Male","45-64","NH Black",NA,"SBP>=140","Normal weight","Smoke",0
"1066","Female","45-64","NH Black",NA,"SBP>=140","Normal weight","Smoke",0
"1067","Male","64+","NH Black",NA,"SBP>=140","Normal weight","Smoke",0
"1068","Female","64+","NH Black",NA,"SBP>=140","Normal weight","Smoke",0
"1069","Male","18-44","Hispanic",NA,"SBP>=140","Normal weight","Smoke",0
"1070","Female","18-44","Hispanic",NA,"SBP>=140","Normal weight","Smoke",0
"1071","Male","45-64","Hispanic",NA,"SBP>=140","Normal weight","Smoke",0
"1072","Female","45-64","Hispanic",NA,"SBP>=140","Normal weight","Smoke",0
"1073","Male","64+","Hispanic",NA,"SBP>=140","Normal weight","Smoke",0
"1074","Female","64+","Hispanic",NA,"SBP>=140","Normal weight","Smoke",0
"1075","Male","18-44","Other",NA,"SBP>=140","Normal weight","Smoke",0
"1076","Female","18-44","Other",NA,"SBP>=140","Normal weight","Smoke",0
"1077","Male","45-64","Other",NA,"SBP>=140","Normal weight","Smoke",0
"1078","Female","45-64","Other",NA,"SBP>=140","Normal weight","Smoke",0
"1079","Male","64+","Other",NA,"SBP>=140","Normal weight","Smoke",0
"1080","Female","64+","Other",NA,"SBP>=140","Normal weight","Smoke",0
"1081","Male","18-44","NH White","<HSG",NA,"Normal weight","Smoke",0
"1082","Female","18-44","NH White","<HSG",NA,"Normal weight","Smoke",0
"1083","Male","45-64","NH White","<HSG",NA,"Normal weight","Smoke",0
"1084","Female","45-64","NH White","<HSG",NA,"Normal weight","Smoke",0
"1085","Male","64+","NH White","<HSG",NA,"Normal weight","Smoke",0
"1086","Female","64+","NH White","<HSG",NA,"Normal weight","Smoke",0
"1087","Male","18-44","NH Black","<HSG",NA,"Normal weight","Smoke",0
"1088","Female","18-44","NH Black","<HSG",NA,"Normal weight","Smoke",0
"1089","Male","45-64","NH Black","<HSG",NA,"Normal weight","Smoke",0
"1090","Female","45-64","NH Black","<HSG",NA,"Normal weight","Smoke",0
"1091","Male","64+","NH Black","<HSG",NA,"Normal weight","Smoke",0
"1092","Female","64+","NH Black","<HSG",NA,"Normal weight","Smoke",0
"1093","Male","18-44","Hispanic","<HSG",NA,"Normal weight","Smoke",0
"1094","Female","18-44","Hispanic","<HSG",NA,"Normal weight","Smoke",0
"1095","Male","45-64","Hispanic","<HSG",NA,"Normal weight","Smoke",0
"1096","Female","45-64","Hispanic","<HSG",NA,"Normal weight","Smoke",0
"1097","Male","64+","Hispanic","<HSG",NA,"Normal weight","Smoke",12207
"1098","Female","64+","Hispanic","<HSG",NA,"Normal weight","Smoke",0
"1099","Male","18-44","Other","<HSG",NA,"Normal weight","Smoke",0
"1100","Female","18-44","Other","<HSG",NA,"Normal weight","Smoke",0
"1101","Male","45-64","Other","<HSG",NA,"Normal weight","Smoke",24931
"1102","Female","45-64","Other","<HSG",NA,"Normal weight","Smoke",0
"1103","Male","64+","Other","<HSG",NA,"Normal weight","Smoke",0
"1104","Female","64+","Other","<HSG",NA,"Normal weight","Smoke",0
"1105","Male","18-44","NH White","HSG/GED",NA,"Normal weight","Smoke",0
"1106","Female","18-44","NH White","HSG/GED",NA,"Normal weight","Smoke",0
"1107","Male","45-64","NH White","HSG/GED",NA,"Normal weight","Smoke",0
"1108","Female","45-64","NH White","HSG/GED",NA,"Normal weight","Smoke",0
"1109","Male","64+","NH White","HSG/GED",NA,"Normal weight","Smoke",0
"1110","Female","64+","NH White","HSG/GED",NA,"Normal weight","Smoke",0
"1111","Male","18-44","NH Black","HSG/GED",NA,"Normal weight","Smoke",0
"1112","Female","18-44","NH Black","HSG/GED",NA,"Normal weight","Smoke",0
"1113","Male","45-64","NH Black","HSG/GED",NA,"Normal weight","Smoke",0
"1114","Female","45-64","NH Black","HSG/GED",NA,"Normal weight","Smoke",0
"1115","Male","64+","NH Black","HSG/GED",NA,"Normal weight","Smoke",0
"1116","Female","64+","NH Black","HSG/GED",NA,"Normal weight","Smoke",0
"1117","Male","18-44","Hispanic","HSG/GED",NA,"Normal weight","Smoke",0
"1118","Female","18-44","Hispanic","HSG/GED",NA,"Normal weight","Smoke",0
"1119","Male","45-64","Hispanic","HSG/GED",NA,"Normal weight","Smoke",0
"1120","Female","45-64","Hispanic","HSG/GED",NA,"Normal weight","Smoke",0
"1121","Male","64+","Hispanic","HSG/GED",NA,"Normal weight","Smoke",0
"1122","Female","64+","Hispanic","HSG/GED",NA,"Normal weight","Smoke",0
"1123","Male","18-44","Other","HSG/GED",NA,"Normal weight","Smoke",0
"1124","Female","18-44","Other","HSG/GED",NA,"Normal weight","Smoke",0
"1125","Male","45-64","Other","HSG/GED",NA,"Normal weight","Smoke",0
"1126","Female","45-64","Other","HSG/GED",NA,"Normal weight","Smoke",0
"1127","Male","64+","Other","HSG/GED",NA,"Normal weight","Smoke",0
"1128","Female","64+","Other","HSG/GED",NA,"Normal weight","Smoke",0
"1129","Male","18-44","NH White","Some college/TS",NA,"Normal weight","Smoke",0
"1130","Female","18-44","NH White","Some college/TS",NA,"Normal weight","Smoke",0
"1131","Male","45-64","NH White","Some college/TS",NA,"Normal weight","Smoke",0
"1132","Female","45-64","NH White","Some college/TS",NA,"Normal weight","Smoke",0
"1133","Male","64+","NH White","Some college/TS",NA,"Normal weight","Smoke",0
"1134","Female","64+","NH White","Some college/TS",NA,"Normal weight","Smoke",0
"1135","Male","18-44","NH Black","Some college/TS",NA,"Normal weight","Smoke",0
"1136","Female","18-44","NH Black","Some college/TS",NA,"Normal weight","Smoke",0
"1137","Male","45-64","NH Black","Some college/TS",NA,"Normal weight","Smoke",0
"1138","Female","45-64","NH Black","Some college/TS",NA,"Normal weight","Smoke",0
"1139","Male","64+","NH Black","Some college/TS",NA,"Normal weight","Smoke",0
"1140","Female","64+","NH Black","Some college/TS",NA,"Normal weight","Smoke",0
"1141","Male","18-44","Hispanic","Some college/TS",NA,"Normal weight","Smoke",0
"1142","Female","18-44","Hispanic","Some college/TS",NA,"Normal weight","Smoke",0
"1143","Male","45-64","Hispanic","Some college/TS",NA,"Normal weight","Smoke",0
"1144","Female","45-64","Hispanic","Some college/TS",NA,"Normal weight","Smoke",0
"1145","Male","64+","Hispanic","Some college/TS",NA,"Normal weight","Smoke",0
"1146","Female","64+","Hispanic","Some college/TS",NA,"Normal weight","Smoke",0
"1147","Male","18-44","Other","Some college/TS",NA,"Normal weight","Smoke",0
"1148","Female","18-44","Other","Some college/TS",NA,"Normal weight","Smoke",0
"1149","Male","45-64","Other","Some college/TS",NA,"Normal weight","Smoke",0
"1150","Female","45-64","Other","Some college/TS",NA,"Normal weight","Smoke",0
"1151","Male","64+","Other","Some college/TS",NA,"Normal weight","Smoke",0
"1152","Female","64+","Other","Some college/TS",NA,"Normal weight","Smoke",0
"1153","Male","18-44","NH White",">=College grad",NA,"Normal weight","Smoke",0
"1154","Female","18-44","NH White",">=College grad",NA,"Normal weight","Smoke",0
"1155","Male","45-64","NH White",">=College grad",NA,"Normal weight","Smoke",0
"1156","Female","45-64","NH White",">=College grad",NA,"Normal weight","Smoke",0
"1157","Male","64+","NH White",">=College grad",NA,"Normal weight","Smoke",0
"1158","Female","64+","NH White",">=College grad",NA,"Normal weight","Smoke",0
"1159","Male","18-44","NH Black",">=College grad",NA,"Normal weight","Smoke",0
"1160","Female","18-44","NH Black",">=College grad",NA,"Normal weight","Smoke",0
"1161","Male","45-64","NH Black",">=College grad",NA,"Normal weight","Smoke",0
"1162","Female","45-64","NH Black",">=College grad",NA,"Normal weight","Smoke",0
"1163","Male","64+","NH Black",">=College grad",NA,"Normal weight","Smoke",0
"1164","Female","64+","NH Black",">=College grad",NA,"Normal weight","Smoke",0
"1165","Male","18-44","Hispanic",">=College grad",NA,"Normal weight","Smoke",0
"1166","Female","18-44","Hispanic",">=College grad",NA,"Normal weight","Smoke",0
"1167","Male","45-64","Hispanic",">=College grad",NA,"Normal weight","Smoke",0
"1168","Female","45-64","Hispanic",">=College grad",NA,"Normal weight","Smoke",0
"1169","Male","64+","Hispanic",">=College grad",NA,"Normal weight","Smoke",0
"1170","Female","64+","Hispanic",">=College grad",NA,"Normal weight","Smoke",0
"1171","Male","18-44","Other",">=College grad",NA,"Normal weight","Smoke",0
"1172","Female","18-44","Other",">=College grad",NA,"Normal weight","Smoke",0
"1173","Male","45-64","Other",">=College grad",NA,"Normal weight","Smoke",0
"1174","Female","45-64","Other",">=College grad",NA,"Normal weight","Smoke",0
"1175","Male","64+","Other",">=College grad",NA,"Normal weight","Smoke",0
"1176","Female","64+","Other",">=College grad",NA,"Normal weight","Smoke",0
"1177","Male","18-44","NH White",NA,NA,"Normal weight","Smoke",0
"1178","Female","18-44","NH White",NA,NA,"Normal weight","Smoke",0
"1179","Male","45-64","NH White",NA,NA,"Normal weight","Smoke",0
"1180","Female","45-64","NH White",NA,NA,"Normal weight","Smoke",0
"1181","Male","64+","NH White",NA,NA,"Normal weight","Smoke",0
"1182","Female","64+","NH White",NA,NA,"Normal weight","Smoke",0
"1183","Male","18-44","NH Black",NA,NA,"Normal weight","Smoke",0
"1184","Female","18-44","NH Black",NA,NA,"Normal weight","Smoke",0
"1185","Male","45-64","NH Black",NA,NA,"Normal weight","Smoke",0
"1186","Female","45-64","NH Black",NA,NA,"Normal weight","Smoke",0
"1187","Male","64+","NH Black",NA,NA,"Normal weight","Smoke",0
"1188","Female","64+","NH Black",NA,NA,"Normal weight","Smoke",0
"1189","Male","18-44","Hispanic",NA,NA,"Normal weight","Smoke",0
"1190","Female","18-44","Hispanic",NA,NA,"Normal weight","Smoke",0
"1191","Male","45-64","Hispanic",NA,NA,"Normal weight","Smoke",0
"1192","Female","45-64","Hispanic",NA,NA,"Normal weight","Smoke",0
"1193","Male","64+","Hispanic",NA,NA,"Normal weight","Smoke",0
"1194","Female","64+","Hispanic",NA,NA,"Normal weight","Smoke",0
"1195","Male","18-44","Other",NA,NA,"Normal weight","Smoke",0
"1196","Female","18-44","Other",NA,NA,"Normal weight","Smoke",0
"1197","Male","45-64","Other",NA,NA,"Normal weight","Smoke",0
"1198","Female","45-64","Other",NA,NA,"Normal weight","Smoke",0
"1199","Male","64+","Other",NA,NA,"Normal weight","Smoke",0
"1200","Female","64+","Other",NA,NA,"Normal weight","Smoke",0
"1201","Male","18-44","NH White","<HSG","SBP<120","Overweight","Smoke",0
"1202","Female","18-44","NH White","<HSG","SBP<120","Overweight","Smoke",0
"1203","Male","45-64","NH White","<HSG","SBP<120","Overweight","Smoke",0
"1204","Female","45-64","NH White","<HSG","SBP<120","Overweight","Smoke",0
"1205","Male","64+","NH White","<HSG","SBP<120","Overweight","Smoke",0
"1206","Female","64+","NH White","<HSG","SBP<120","Overweight","Smoke",0
"1207","Male","18-44","NH Black","<HSG","SBP<120","Overweight","Smoke",0
"1208","Female","18-44","NH Black","<HSG","SBP<120","Overweight","Smoke",0
"1209","Male","45-64","NH Black","<HSG","SBP<120","Overweight","Smoke",0
"1210","Female","45-64","NH Black","<HSG","SBP<120","Overweight","Smoke",0
"1211","Male","64+","NH Black","<HSG","SBP<120","Overweight","Smoke",0
"1212","Female","64+","NH Black","<HSG","SBP<120","Overweight","Smoke",0
"1213","Male","18-44","Hispanic","<HSG","SBP<120","Overweight","Smoke",0
"1214","Female","18-44","Hispanic","<HSG","SBP<120","Overweight","Smoke",0
"1215","Male","45-64","Hispanic","<HSG","SBP<120","Overweight","Smoke",0
"1216","Female","45-64","Hispanic","<HSG","SBP<120","Overweight","Smoke",0
"1217","Male","64+","Hispanic","<HSG","SBP<120","Overweight","Smoke",0
"1218","Female","64+","Hispanic","<HSG","SBP<120","Overweight","Smoke",0
"1219","Male","18-44","Other","<HSG","SBP<120","Overweight","Smoke",0
"1220","Female","18-44","Other","<HSG","SBP<120","Overweight","Smoke",0
"1221","Male","45-64","Other","<HSG","SBP<120","Overweight","Smoke",0
"1222","Female","45-64","Other","<HSG","SBP<120","Overweight","Smoke",0
"1223","Male","64+","Other","<HSG","SBP<120","Overweight","Smoke",0
"1224","Female","64+","Other","<HSG","SBP<120","Overweight","Smoke",0
"1225","Male","18-44","NH White","HSG/GED","SBP<120","Overweight","Smoke",0
"1226","Female","18-44","NH White","HSG/GED","SBP<120","Overweight","Smoke",0
"1227","Male","45-64","NH White","HSG/GED","SBP<120","Overweight","Smoke",0
"1228","Female","45-64","NH White","HSG/GED","SBP<120","Overweight","Smoke",0
"1229","Male","64+","NH White","HSG/GED","SBP<120","Overweight","Smoke",0
"1230","Female","64+","NH White","HSG/GED","SBP<120","Overweight","Smoke",0
"1231","Male","18-44","NH Black","HSG/GED","SBP<120","Overweight","Smoke",0
"1232","Female","18-44","NH Black","HSG/GED","SBP<120","Overweight","Smoke",23927
"1233","Male","45-64","NH Black","HSG/GED","SBP<120","Overweight","Smoke",0
"1234","Female","45-64","NH Black","HSG/GED","SBP<120","Overweight","Smoke",0
"1235","Male","64+","NH Black","HSG/GED","SBP<120","Overweight","Smoke",0
"1236","Female","64+","NH Black","HSG/GED","SBP<120","Overweight","Smoke",0
"1237","Male","18-44","Hispanic","HSG/GED","SBP<120","Overweight","Smoke",41016
"1238","Female","18-44","Hispanic","HSG/GED","SBP<120","Overweight","Smoke",0
"1239","Male","45-64","Hispanic","HSG/GED","SBP<120","Overweight","Smoke",0
"1240","Female","45-64","Hispanic","HSG/GED","SBP<120","Overweight","Smoke",0
"1241","Male","64+","Hispanic","HSG/GED","SBP<120","Overweight","Smoke",9410
"1242","Female","64+","Hispanic","HSG/GED","SBP<120","Overweight","Smoke",0
"1243","Male","18-44","Other","HSG/GED","SBP<120","Overweight","Smoke",0
"1244","Female","18-44","Other","HSG/GED","SBP<120","Overweight","Smoke",0
"1245","Male","45-64","Other","HSG/GED","SBP<120","Overweight","Smoke",0
"1246","Female","45-64","Other","HSG/GED","SBP<120","Overweight","Smoke",0
"1247","Male","64+","Other","HSG/GED","SBP<120","Overweight","Smoke",0
"1248","Female","64+","Other","HSG/GED","SBP<120","Overweight","Smoke",0
"1249","Male","18-44","NH White","Some college/TS","SBP<120","Overweight","Smoke",0
"1250","Female","18-44","NH White","Some college/TS","SBP<120","Overweight","Smoke",0
"1251","Male","45-64","NH White","Some college/TS","SBP<120","Overweight","Smoke",0
"1252","Female","45-64","NH White","Some college/TS","SBP<120","Overweight","Smoke",157885
"1253","Male","64+","NH White","Some college/TS","SBP<120","Overweight","Smoke",28710
"1254","Female","64+","NH White","Some college/TS","SBP<120","Overweight","Smoke",0
"1255","Male","18-44","NH Black","Some college/TS","SBP<120","Overweight","Smoke",25611
"1256","Female","18-44","NH Black","Some college/TS","SBP<120","Overweight","Smoke",0
"1257","Male","45-64","NH Black","Some college/TS","SBP<120","Overweight","Smoke",0
"1258","Female","45-64","NH Black","Some college/TS","SBP<120","Overweight","Smoke",0
"1259","Male","64+","NH Black","Some college/TS","SBP<120","Overweight","Smoke",0
"1260","Female","64+","NH Black","Some college/TS","SBP<120","Overweight","Smoke",20734
