"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"3416","Female","18-39","Other",">=College grad","SBP 130-139",NA,"Smoke",0
"3417","Male","40-59","Other",">=College grad","SBP 130-139",NA,"Smoke",0
"3418","Female","40-59","Other",">=College grad","SBP 130-139",NA,"Smoke",0
"3419","Male","59+","Other",">=College grad","SBP 130-139",NA,"Smoke",0
"3420","Female","59+","Other",">=College grad","SBP 130-139",NA,"Smoke",0
"3421","Male","18-39","NH White",NA,"SBP 130-139",NA,"Smoke",0
"3422","Female","18-39","NH White",NA,"SBP 130-139",NA,"Smoke",0
"3423","Male","40-59","NH White",NA,"SBP 130-139",NA,"Smoke",0
"3424","Female","40-59","NH White",NA,"SBP 130-139",NA,"Smoke",0
"3425","Male","59+","NH White",NA,"SBP 130-139",NA,"Smoke",0
"3426","Female","59+","NH White",NA,"SBP 130-139",NA,"Smoke",0
"3427","Male","18-39","NH Black",NA,"SBP 130-139",NA,"Smoke",0
"3428","Female","18-39","NH Black",NA,"SBP 130-139",NA,"Smoke",0
"3429","Male","40-59","NH Black",NA,"SBP 130-139",NA,"Smoke",0
"3430","Female","40-59","NH Black",NA,"SBP 130-139",NA,"Smoke",0
"3431","Male","59+","NH Black",NA,"SBP 130-139",NA,"Smoke",0
"3432","Female","59+","NH Black",NA,"SBP 130-139",NA,"Smoke",0
"3433","Male","18-39","NH Asian",NA,"SBP 130-139",NA,"Smoke",0
"3434","Female","18-39","NH Asian",NA,"SBP 130-139",NA,"Smoke",0
"3435","Male","40-59","NH Asian",NA,"SBP 130-139",NA,"Smoke",0
"3436","Female","40-59","NH Asian",NA,"SBP 130-139",NA,"Smoke",0
"3437","Male","59+","NH Asian",NA,"SBP 130-139",NA,"Smoke",0
"3438","Female","59+","NH Asian",NA,"SBP 130-139",NA,"Smoke",0
"3439","Male","18-39","Hispanic",NA,"SBP 130-139",NA,"Smoke",0
"3440","Female","18-39","Hispanic",NA,"SBP 130-139",NA,"Smoke",0
"3441","Male","40-59","Hispanic",NA,"SBP 130-139",NA,"Smoke",0
"3442","Female","40-59","Hispanic",NA,"SBP 130-139",NA,"Smoke",0
"3443","Male","59+","Hispanic",NA,"SBP 130-139",NA,"Smoke",0
"3444","Female","59+","Hispanic",NA,"SBP 130-139",NA,"Smoke",0
"3445","Male","18-39","Other",NA,"SBP 130-139",NA,"Smoke",0
"3446","Female","18-39","Other",NA,"SBP 130-139",NA,"Smoke",0
"3447","Male","40-59","Other",NA,"SBP 130-139",NA,"Smoke",0
"3448","Female","40-59","Other",NA,"SBP 130-139",NA,"Smoke",0
"3449","Male","59+","Other",NA,"SBP 130-139",NA,"Smoke",0
"3450","Female","59+","Other",NA,"SBP 130-139",NA,"Smoke",0
"3451","Male","18-39","NH White","<HSG","SBP>=140",NA,"Smoke",0
"3452","Female","18-39","NH White","<HSG","SBP>=140",NA,"Smoke",0
"3453","Male","40-59","NH White","<HSG","SBP>=140",NA,"Smoke",0
"3454","Female","40-59","NH White","<HSG","SBP>=140",NA,"Smoke",0
"3455","Male","59+","NH White","<HSG","SBP>=140",NA,"Smoke",0
"3456","Female","59+","NH White","<HSG","SBP>=140",NA,"Smoke",0
"3457","Male","18-39","NH Black","<HSG","SBP>=140",NA,"Smoke",0
"3458","Female","18-39","NH Black","<HSG","SBP>=140",NA,"Smoke",0
"3459","Male","40-59","NH Black","<HSG","SBP>=140",NA,"Smoke",0
"3460","Female","40-59","NH Black","<HSG","SBP>=140",NA,"Smoke",0
"3461","Male","59+","NH Black","<HSG","SBP>=140",NA,"Smoke",0
"3462","Female","59+","NH Black","<HSG","SBP>=140",NA,"Smoke",0
"3463","Male","18-39","NH Asian","<HSG","SBP>=140",NA,"Smoke",0
"3464","Female","18-39","NH Asian","<HSG","SBP>=140",NA,"Smoke",0
"3465","Male","40-59","NH Asian","<HSG","SBP>=140",NA,"Smoke",0
"3466","Female","40-59","NH Asian","<HSG","SBP>=140",NA,"Smoke",0
"3467","Male","59+","NH Asian","<HSG","SBP>=140",NA,"Smoke",0
"3468","Female","59+","NH Asian","<HSG","SBP>=140",NA,"Smoke",0
"3469","Male","18-39","Hispanic","<HSG","SBP>=140",NA,"Smoke",0
"3470","Female","18-39","Hispanic","<HSG","SBP>=140",NA,"Smoke",0
"3471","Male","40-59","Hispanic","<HSG","SBP>=140",NA,"Smoke",0
"3472","Female","40-59","Hispanic","<HSG","SBP>=140",NA,"Smoke",0
"3473","Male","59+","Hispanic","<HSG","SBP>=140",NA,"Smoke",0
"3474","Female","59+","Hispanic","<HSG","SBP>=140",NA,"Smoke",0
"3475","Male","18-39","Other","<HSG","SBP>=140",NA,"Smoke",0
"3476","Female","18-39","Other","<HSG","SBP>=140",NA,"Smoke",0
"3477","Male","40-59","Other","<HSG","SBP>=140",NA,"Smoke",0
"3478","Female","40-59","Other","<HSG","SBP>=140",NA,"Smoke",0
"3479","Male","59+","Other","<HSG","SBP>=140",NA,"Smoke",0
"3480","Female","59+","Other","<HSG","SBP>=140",NA,"Smoke",0
"3481","Male","18-39","NH White","HSG/GED","SBP>=140",NA,"Smoke",0
"3482","Female","18-39","NH White","HSG/GED","SBP>=140",NA,"Smoke",0
"3483","Male","40-59","NH White","HSG/GED","SBP>=140",NA,"Smoke",0
"3484","Female","40-59","NH White","HSG/GED","SBP>=140",NA,"Smoke",0
"3485","Male","59+","NH White","HSG/GED","SBP>=140",NA,"Smoke",0
"3486","Female","59+","NH White","HSG/GED","SBP>=140",NA,"Smoke",0
"3487","Male","18-39","NH Black","HSG/GED","SBP>=140",NA,"Smoke",0
"3488","Female","18-39","NH Black","HSG/GED","SBP>=140",NA,"Smoke",0
"3489","Male","40-59","NH Black","HSG/GED","SBP>=140",NA,"Smoke",0
"3490","Female","40-59","NH Black","HSG/GED","SBP>=140",NA,"Smoke",0
"3491","Male","59+","NH Black","HSG/GED","SBP>=140",NA,"Smoke",0
"3492","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"Smoke",0
"3493","Male","18-39","NH Asian","HSG/GED","SBP>=140",NA,"Smoke",0
"3494","Female","18-39","NH Asian","HSG/GED","SBP>=140",NA,"Smoke",0
"3495","Male","40-59","NH Asian","HSG/GED","SBP>=140",NA,"Smoke",0
"3496","Female","40-59","NH Asian","HSG/GED","SBP>=140",NA,"Smoke",0
"3497","Male","59+","NH Asian","HSG/GED","SBP>=140",NA,"Smoke",0
"3498","Female","59+","NH Asian","HSG/GED","SBP>=140",NA,"Smoke",0
"3499","Male","18-39","Hispanic","HSG/GED","SBP>=140",NA,"Smoke",0
"3500","Female","18-39","Hispanic","HSG/GED","SBP>=140",NA,"Smoke",0
"3501","Male","40-59","Hispanic","HSG/GED","SBP>=140",NA,"Smoke",0
"3502","Female","40-59","Hispanic","HSG/GED","SBP>=140",NA,"Smoke",0
"3503","Male","59+","Hispanic","HSG/GED","SBP>=140",NA,"Smoke",0
"3504","Female","59+","Hispanic","HSG/GED","SBP>=140",NA,"Smoke",0
"3505","Male","18-39","Other","HSG/GED","SBP>=140",NA,"Smoke",0
"3506","Female","18-39","Other","HSG/GED","SBP>=140",NA,"Smoke",0
"3507","Male","40-59","Other","HSG/GED","SBP>=140",NA,"Smoke",0
"3508","Female","40-59","Other","HSG/GED","SBP>=140",NA,"Smoke",0
"3509","Male","59+","Other","HSG/GED","SBP>=140",NA,"Smoke",0
"3510","Female","59+","Other","HSG/GED","SBP>=140",NA,"Smoke",0
"3511","Male","18-39","NH White","Some college/TS","SBP>=140",NA,"Smoke",0
"3512","Female","18-39","NH White","Some college/TS","SBP>=140",NA,"Smoke",0
"3513","Male","40-59","NH White","Some college/TS","SBP>=140",NA,"Smoke",0
"3514","Female","40-59","NH White","Some college/TS","SBP>=140",NA,"Smoke",0
"3515","Male","59+","NH White","Some college/TS","SBP>=140",NA,"Smoke",0
"3516","Female","59+","NH White","Some college/TS","SBP>=140",NA,"Smoke",129307
"3517","Male","18-39","NH Black","Some college/TS","SBP>=140",NA,"Smoke",0
"3518","Female","18-39","NH Black","Some college/TS","SBP>=140",NA,"Smoke",0
"3519","Male","40-59","NH Black","Some college/TS","SBP>=140",NA,"Smoke",0
"3520","Female","40-59","NH Black","Some college/TS","SBP>=140",NA,"Smoke",0
"3521","Male","59+","NH Black","Some college/TS","SBP>=140",NA,"Smoke",11610
"3522","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"Smoke",0
"3523","Male","18-39","NH Asian","Some college/TS","SBP>=140",NA,"Smoke",0
"3524","Female","18-39","NH Asian","Some college/TS","SBP>=140",NA,"Smoke",0
"3525","Male","40-59","NH Asian","Some college/TS","SBP>=140",NA,"Smoke",0
"3526","Female","40-59","NH Asian","Some college/TS","SBP>=140",NA,"Smoke",0
"3527","Male","59+","NH Asian","Some college/TS","SBP>=140",NA,"Smoke",0
"3528","Female","59+","NH Asian","Some college/TS","SBP>=140",NA,"Smoke",0
"3529","Male","18-39","Hispanic","Some college/TS","SBP>=140",NA,"Smoke",0
"3530","Female","18-39","Hispanic","Some college/TS","SBP>=140",NA,"Smoke",0
"3531","Male","40-59","Hispanic","Some college/TS","SBP>=140",NA,"Smoke",0
"3532","Female","40-59","Hispanic","Some college/TS","SBP>=140",NA,"Smoke",0
"3533","Male","59+","Hispanic","Some college/TS","SBP>=140",NA,"Smoke",0
"3534","Female","59+","Hispanic","Some college/TS","SBP>=140",NA,"Smoke",0
"3535","Male","18-39","Other","Some college/TS","SBP>=140",NA,"Smoke",0
"3536","Female","18-39","Other","Some college/TS","SBP>=140",NA,"Smoke",0
"3537","Male","40-59","Other","Some college/TS","SBP>=140",NA,"Smoke",0
"3538","Female","40-59","Other","Some college/TS","SBP>=140",NA,"Smoke",0
"3539","Male","59+","Other","Some college/TS","SBP>=140",NA,"Smoke",0
"3540","Female","59+","Other","Some college/TS","SBP>=140",NA,"Smoke",0
"3541","Male","18-39","NH White",">=College grad","SBP>=140",NA,"Smoke",0
"3542","Female","18-39","NH White",">=College grad","SBP>=140",NA,"Smoke",0
"3543","Male","40-59","NH White",">=College grad","SBP>=140",NA,"Smoke",0
"3544","Female","40-59","NH White",">=College grad","SBP>=140",NA,"Smoke",0
"3545","Male","59+","NH White",">=College grad","SBP>=140",NA,"Smoke",0
"3546","Female","59+","NH White",">=College grad","SBP>=140",NA,"Smoke",0
"3547","Male","18-39","NH Black",">=College grad","SBP>=140",NA,"Smoke",0
"3548","Female","18-39","NH Black",">=College grad","SBP>=140",NA,"Smoke",0
"3549","Male","40-59","NH Black",">=College grad","SBP>=140",NA,"Smoke",0
"3550","Female","40-59","NH Black",">=College grad","SBP>=140",NA,"Smoke",0
"3551","Male","59+","NH Black",">=College grad","SBP>=140",NA,"Smoke",0
"3552","Female","59+","NH Black",">=College grad","SBP>=140",NA,"Smoke",0
"3553","Male","18-39","NH Asian",">=College grad","SBP>=140",NA,"Smoke",0
"3554","Female","18-39","NH Asian",">=College grad","SBP>=140",NA,"Smoke",0
"3555","Male","40-59","NH Asian",">=College grad","SBP>=140",NA,"Smoke",0
"3556","Female","40-59","NH Asian",">=College grad","SBP>=140",NA,"Smoke",0
"3557","Male","59+","NH Asian",">=College grad","SBP>=140",NA,"Smoke",0
"3558","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"Smoke",0
"3559","Male","18-39","Hispanic",">=College grad","SBP>=140",NA,"Smoke",0
"3560","Female","18-39","Hispanic",">=College grad","SBP>=140",NA,"Smoke",0
"3561","Male","40-59","Hispanic",">=College grad","SBP>=140",NA,"Smoke",0
"3562","Female","40-59","Hispanic",">=College grad","SBP>=140",NA,"Smoke",0
"3563","Male","59+","Hispanic",">=College grad","SBP>=140",NA,"Smoke",0
"3564","Female","59+","Hispanic",">=College grad","SBP>=140",NA,"Smoke",0
"3565","Male","18-39","Other",">=College grad","SBP>=140",NA,"Smoke",0
"3566","Female","18-39","Other",">=College grad","SBP>=140",NA,"Smoke",0
"3567","Male","40-59","Other",">=College grad","SBP>=140",NA,"Smoke",0
"3568","Female","40-59","Other",">=College grad","SBP>=140",NA,"Smoke",0
"3569","Male","59+","Other",">=College grad","SBP>=140",NA,"Smoke",0
"3570","Female","59+","Other",">=College grad","SBP>=140",NA,"Smoke",0
"3571","Male","18-39","NH White",NA,"SBP>=140",NA,"Smoke",0
"3572","Female","18-39","NH White",NA,"SBP>=140",NA,"Smoke",0
"3573","Male","40-59","NH White",NA,"SBP>=140",NA,"Smoke",0
"3574","Female","40-59","NH White",NA,"SBP>=140",NA,"Smoke",0
"3575","Male","59+","NH White",NA,"SBP>=140",NA,"Smoke",0
"3576","Female","59+","NH White",NA,"SBP>=140",NA,"Smoke",0
"3577","Male","18-39","NH Black",NA,"SBP>=140",NA,"Smoke",0
"3578","Female","18-39","NH Black",NA,"SBP>=140",NA,"Smoke",0
"3579","Male","40-59","NH Black",NA,"SBP>=140",NA,"Smoke",0
"3580","Female","40-59","NH Black",NA,"SBP>=140",NA,"Smoke",0
"3581","Male","59+","NH Black",NA,"SBP>=140",NA,"Smoke",0
"3582","Female","59+","NH Black",NA,"SBP>=140",NA,"Smoke",0
"3583","Male","18-39","NH Asian",NA,"SBP>=140",NA,"Smoke",0
"3584","Female","18-39","NH Asian",NA,"SBP>=140",NA,"Smoke",0
"3585","Male","40-59","NH Asian",NA,"SBP>=140",NA,"Smoke",0
"3586","Female","40-59","NH Asian",NA,"SBP>=140",NA,"Smoke",0
"3587","Male","59+","NH Asian",NA,"SBP>=140",NA,"Smoke",0
"3588","Female","59+","NH Asian",NA,"SBP>=140",NA,"Smoke",0
"3589","Male","18-39","Hispanic",NA,"SBP>=140",NA,"Smoke",0
"3590","Female","18-39","Hispanic",NA,"SBP>=140",NA,"Smoke",0
"3591","Male","40-59","Hispanic",NA,"SBP>=140",NA,"Smoke",0
"3592","Female","40-59","Hispanic",NA,"SBP>=140",NA,"Smoke",0
"3593","Male","59+","Hispanic",NA,"SBP>=140",NA,"Smoke",0
"3594","Female","59+","Hispanic",NA,"SBP>=140",NA,"Smoke",0
"3595","Male","18-39","Other",NA,"SBP>=140",NA,"Smoke",0
"3596","Female","18-39","Other",NA,"SBP>=140",NA,"Smoke",0
"3597","Male","40-59","Other",NA,"SBP>=140",NA,"Smoke",0
"3598","Female","40-59","Other",NA,"SBP>=140",NA,"Smoke",0
"3599","Male","59+","Other",NA,"SBP>=140",NA,"Smoke",0
"3600","Female","59+","Other",NA,"SBP>=140",NA,"Smoke",0
"3601","Male","18-39","NH White","<HSG",NA,NA,"Smoke",0
"3602","Female","18-39","NH White","<HSG",NA,NA,"Smoke",0
"3603","Male","40-59","NH White","<HSG",NA,NA,"Smoke",0
"3604","Female","40-59","NH White","<HSG",NA,NA,"Smoke",32571
"3605","Male","59+","NH White","<HSG",NA,NA,"Smoke",0
"3606","Female","59+","NH White","<HSG",NA,NA,"Smoke",0
"3607","Male","18-39","NH Black","<HSG",NA,NA,"Smoke",0
"3608","Female","18-39","NH Black","<HSG",NA,NA,"Smoke",0
"3609","Male","40-59","NH Black","<HSG",NA,NA,"Smoke",0
"3610","Female","40-59","NH Black","<HSG",NA,NA,"Smoke",0
"3611","Male","59+","NH Black","<HSG",NA,NA,"Smoke",0
"3612","Female","59+","NH Black","<HSG",NA,NA,"Smoke",0
"3613","Male","18-39","NH Asian","<HSG",NA,NA,"Smoke",0
"3614","Female","18-39","NH Asian","<HSG",NA,NA,"Smoke",0
"3615","Male","40-59","NH Asian","<HSG",NA,NA,"Smoke",0
"3616","Female","40-59","NH Asian","<HSG",NA,NA,"Smoke",0
"3617","Male","59+","NH Asian","<HSG",NA,NA,"Smoke",0
"3618","Female","59+","NH Asian","<HSG",NA,NA,"Smoke",0
"3619","Male","18-39","Hispanic","<HSG",NA,NA,"Smoke",0
"3620","Female","18-39","Hispanic","<HSG",NA,NA,"Smoke",0
"3621","Male","40-59","Hispanic","<HSG",NA,NA,"Smoke",0
"3622","Female","40-59","Hispanic","<HSG",NA,NA,"Smoke",0
"3623","Male","59+","Hispanic","<HSG",NA,NA,"Smoke",0
"3624","Female","59+","Hispanic","<HSG",NA,NA,"Smoke",0
"3625","Male","18-39","Other","<HSG",NA,NA,"Smoke",0
"3626","Female","18-39","Other","<HSG",NA,NA,"Smoke",0
"3627","Male","40-59","Other","<HSG",NA,NA,"Smoke",0
"3628","Female","40-59","Other","<HSG",NA,NA,"Smoke",0
"3629","Male","59+","Other","<HSG",NA,NA,"Smoke",0
"3630","Female","59+","Other","<HSG",NA,NA,"Smoke",0
"3631","Male","18-39","NH White","HSG/GED",NA,NA,"Smoke",0
"3632","Female","18-39","NH White","HSG/GED",NA,NA,"Smoke",0
"3633","Male","40-59","NH White","HSG/GED",NA,NA,"Smoke",0
"3634","Female","40-59","NH White","HSG/GED",NA,NA,"Smoke",0
"3635","Male","59+","NH White","HSG/GED",NA,NA,"Smoke",0
"3636","Female","59+","NH White","HSG/GED",NA,NA,"Smoke",0
"3637","Male","18-39","NH Black","HSG/GED",NA,NA,"Smoke",0
"3638","Female","18-39","NH Black","HSG/GED",NA,NA,"Smoke",0
"3639","Male","40-59","NH Black","HSG/GED",NA,NA,"Smoke",0
"3640","Female","40-59","NH Black","HSG/GED",NA,NA,"Smoke",0
"3641","Male","59+","NH Black","HSG/GED",NA,NA,"Smoke",0
"3642","Female","59+","NH Black","HSG/GED",NA,NA,"Smoke",0
"3643","Male","18-39","NH Asian","HSG/GED",NA,NA,"Smoke",0
"3644","Female","18-39","NH Asian","HSG/GED",NA,NA,"Smoke",0
"3645","Male","40-59","NH Asian","HSG/GED",NA,NA,"Smoke",0
"3646","Female","40-59","NH Asian","HSG/GED",NA,NA,"Smoke",0
"3647","Male","59+","NH Asian","HSG/GED",NA,NA,"Smoke",0
"3648","Female","59+","NH Asian","HSG/GED",NA,NA,"Smoke",0
"3649","Male","18-39","Hispanic","HSG/GED",NA,NA,"Smoke",0
"3650","Female","18-39","Hispanic","HSG/GED",NA,NA,"Smoke",0
"3651","Male","40-59","Hispanic","HSG/GED",NA,NA,"Smoke",0
"3652","Female","40-59","Hispanic","HSG/GED",NA,NA,"Smoke",0
"3653","Male","59+","Hispanic","HSG/GED",NA,NA,"Smoke",0
"3654","Female","59+","Hispanic","HSG/GED",NA,NA,"Smoke",0
"3655","Male","18-39","Other","HSG/GED",NA,NA,"Smoke",0
"3656","Female","18-39","Other","HSG/GED",NA,NA,"Smoke",0
"3657","Male","40-59","Other","HSG/GED",NA,NA,"Smoke",0
"3658","Female","40-59","Other","HSG/GED",NA,NA,"Smoke",0
"3659","Male","59+","Other","HSG/GED",NA,NA,"Smoke",0
"3660","Female","59+","Other","HSG/GED",NA,NA,"Smoke",0
"3661","Male","18-39","NH White","Some college/TS",NA,NA,"Smoke",29765
"3662","Female","18-39","NH White","Some college/TS",NA,NA,"Smoke",0
"3663","Male","40-59","NH White","Some college/TS",NA,NA,"Smoke",0
"3664","Female","40-59","NH White","Some college/TS",NA,NA,"Smoke",0
"3665","Male","59+","NH White","Some college/TS",NA,NA,"Smoke",0
"3666","Female","59+","NH White","Some college/TS",NA,NA,"Smoke",0
"3667","Male","18-39","NH Black","Some college/TS",NA,NA,"Smoke",0
"3668","Female","18-39","NH Black","Some college/TS",NA,NA,"Smoke",0
"3669","Male","40-59","NH Black","Some college/TS",NA,NA,"Smoke",0
"3670","Female","40-59","NH Black","Some college/TS",NA,NA,"Smoke",0
"3671","Male","59+","NH Black","Some college/TS",NA,NA,"Smoke",0
"3672","Female","59+","NH Black","Some college/TS",NA,NA,"Smoke",0
"3673","Male","18-39","NH Asian","Some college/TS",NA,NA,"Smoke",0
"3674","Female","18-39","NH Asian","Some college/TS",NA,NA,"Smoke",0
"3675","Male","40-59","NH Asian","Some college/TS",NA,NA,"Smoke",0
"3676","Female","40-59","NH Asian","Some college/TS",NA,NA,"Smoke",0
"3677","Male","59+","NH Asian","Some college/TS",NA,NA,"Smoke",0
"3678","Female","59+","NH Asian","Some college/TS",NA,NA,"Smoke",0
"3679","Male","18-39","Hispanic","Some college/TS",NA,NA,"Smoke",0
"3680","Female","18-39","Hispanic","Some college/TS",NA,NA,"Smoke",0
"3681","Male","40-59","Hispanic","Some college/TS",NA,NA,"Smoke",0
"3682","Female","40-59","Hispanic","Some college/TS",NA,NA,"Smoke",0
"3683","Male","59+","Hispanic","Some college/TS",NA,NA,"Smoke",0
"3684","Female","59+","Hispanic","Some college/TS",NA,NA,"Smoke",0
"3685","Male","18-39","Other","Some college/TS",NA,NA,"Smoke",0
"3686","Female","18-39","Other","Some college/TS",NA,NA,"Smoke",0
"3687","Male","40-59","Other","Some college/TS",NA,NA,"Smoke",0
"3688","Female","40-59","Other","Some college/TS",NA,NA,"Smoke",0
"3689","Male","59+","Other","Some college/TS",NA,NA,"Smoke",0
"3690","Female","59+","Other","Some college/TS",NA,NA,"Smoke",0
"3691","Male","18-39","NH White",">=College grad",NA,NA,"Smoke",0
"3692","Female","18-39","NH White",">=College grad",NA,NA,"Smoke",0
"3693","Male","40-59","NH White",">=College grad",NA,NA,"Smoke",0
"3694","Female","40-59","NH White",">=College grad",NA,NA,"Smoke",0
"3695","Male","59+","NH White",">=College grad",NA,NA,"Smoke",0
"3696","Female","59+","NH White",">=College grad",NA,NA,"Smoke",0
"3697","Male","18-39","NH Black",">=College grad",NA,NA,"Smoke",0
"3698","Female","18-39","NH Black",">=College grad",NA,NA,"Smoke",0
"3699","Male","40-59","NH Black",">=College grad",NA,NA,"Smoke",0
"3700","Female","40-59","NH Black",">=College grad",NA,NA,"Smoke",0
"3701","Male","59+","NH Black",">=College grad",NA,NA,"Smoke",0
"3702","Female","59+","NH Black",">=College grad",NA,NA,"Smoke",0
"3703","Male","18-39","NH Asian",">=College grad",NA,NA,"Smoke",0
"3704","Female","18-39","NH Asian",">=College grad",NA,NA,"Smoke",0
"3705","Male","40-59","NH Asian",">=College grad",NA,NA,"Smoke",0
"3706","Female","40-59","NH Asian",">=College grad",NA,NA,"Smoke",0
"3707","Male","59+","NH Asian",">=College grad",NA,NA,"Smoke",0
"3708","Female","59+","NH Asian",">=College grad",NA,NA,"Smoke",0
"3709","Male","18-39","Hispanic",">=College grad",NA,NA,"Smoke",0
"3710","Female","18-39","Hispanic",">=College grad",NA,NA,"Smoke",0
"3711","Male","40-59","Hispanic",">=College grad",NA,NA,"Smoke",0
"3712","Female","40-59","Hispanic",">=College grad",NA,NA,"Smoke",0
"3713","Male","59+","Hispanic",">=College grad",NA,NA,"Smoke",0
"3714","Female","59+","Hispanic",">=College grad",NA,NA,"Smoke",0
"3715","Male","18-39","Other",">=College grad",NA,NA,"Smoke",0
"3716","Female","18-39","Other",">=College grad",NA,NA,"Smoke",0
"3717","Male","40-59","Other",">=College grad",NA,NA,"Smoke",0
"3718","Female","40-59","Other",">=College grad",NA,NA,"Smoke",0
"3719","Male","59+","Other",">=College grad",NA,NA,"Smoke",0
"3720","Female","59+","Other",">=College grad",NA,NA,"Smoke",0
"3721","Male","18-39","NH White",NA,NA,NA,"Smoke",0
"3722","Female","18-39","NH White",NA,NA,NA,"Smoke",0
"3723","Male","40-59","NH White",NA,NA,NA,"Smoke",0
"3724","Female","40-59","NH White",NA,NA,NA,"Smoke",0
"3725","Male","59+","NH White",NA,NA,NA,"Smoke",0
"3726","Female","59+","NH White",NA,NA,NA,"Smoke",0
"3727","Male","18-39","NH Black",NA,NA,NA,"Smoke",0
"3728","Female","18-39","NH Black",NA,NA,NA,"Smoke",0
"3729","Male","40-59","NH Black",NA,NA,NA,"Smoke",0
"3730","Female","40-59","NH Black",NA,NA,NA,"Smoke",0
"3731","Male","59+","NH Black",NA,NA,NA,"Smoke",0
"3732","Female","59+","NH Black",NA,NA,NA,"Smoke",0
"3733","Male","18-39","NH Asian",NA,NA,NA,"Smoke",0
"3734","Female","18-39","NH Asian",NA,NA,NA,"Smoke",0
"3735","Male","40-59","NH Asian",NA,NA,NA,"Smoke",0
"3736","Female","40-59","NH Asian",NA,NA,NA,"Smoke",0
"3737","Male","59+","NH Asian",NA,NA,NA,"Smoke",0
"3738","Female","59+","NH Asian",NA,NA,NA,"Smoke",0
"3739","Male","18-39","Hispanic",NA,NA,NA,"Smoke",0
"3740","Female","18-39","Hispanic",NA,NA,NA,"Smoke",0
"3741","Male","40-59","Hispanic",NA,NA,NA,"Smoke",0
"3742","Female","40-59","Hispanic",NA,NA,NA,"Smoke",0
"3743","Male","59+","Hispanic",NA,NA,NA,"Smoke",0
"3744","Female","59+","Hispanic",NA,NA,NA,"Smoke",0
"3745","Male","18-39","Other",NA,NA,NA,"Smoke",0
"3746","Female","18-39","Other",NA,NA,NA,"Smoke",0
"3747","Male","40-59","Other",NA,NA,NA,"Smoke",0
"3748","Female","40-59","Other",NA,NA,NA,"Smoke",0
"3749","Male","59+","Other",NA,NA,NA,"Smoke",0
"3750","Female","59+","Other",NA,NA,NA,"Smoke",0
"3751","Male","18-39","NH White","<HSG","SBP<120","Underweight","No smoke",0
"3752","Female","18-39","NH White","<HSG","SBP<120","Underweight","No smoke",0
"3753","Male","40-59","NH White","<HSG","SBP<120","Underweight","No smoke",0
"3754","Female","40-59","NH White","<HSG","SBP<120","Underweight","No smoke",0
"3755","Male","59+","NH White","<HSG","SBP<120","Underweight","No smoke",0
"3756","Female","59+","NH White","<HSG","SBP<120","Underweight","No smoke",0
"3757","Male","18-39","NH Black","<HSG","SBP<120","Underweight","No smoke",0
"3758","Female","18-39","NH Black","<HSG","SBP<120","Underweight","No smoke",0
"3759","Male","40-59","NH Black","<HSG","SBP<120","Underweight","No smoke",0
"3760","Female","40-59","NH Black","<HSG","SBP<120","Underweight","No smoke",0
"3761","Male","59+","NH Black","<HSG","SBP<120","Underweight","No smoke",0
"3762","Female","59+","NH Black","<HSG","SBP<120","Underweight","No smoke",0
"3763","Male","18-39","NH Asian","<HSG","SBP<120","Underweight","No smoke",0
"3764","Female","18-39","NH Asian","<HSG","SBP<120","Underweight","No smoke",0
"3765","Male","40-59","NH Asian","<HSG","SBP<120","Underweight","No smoke",0
"3766","Female","40-59","NH Asian","<HSG","SBP<120","Underweight","No smoke",0
"3767","Male","59+","NH Asian","<HSG","SBP<120","Underweight","No smoke",0
"3768","Female","59+","NH Asian","<HSG","SBP<120","Underweight","No smoke",0
"3769","Male","18-39","Hispanic","<HSG","SBP<120","Underweight","No smoke",0
"3770","Female","18-39","Hispanic","<HSG","SBP<120","Underweight","No smoke",0
"3771","Male","40-59","Hispanic","<HSG","SBP<120","Underweight","No smoke",0
"3772","Female","40-59","Hispanic","<HSG","SBP<120","Underweight","No smoke",0
"3773","Male","59+","Hispanic","<HSG","SBP<120","Underweight","No smoke",0
"3774","Female","59+","Hispanic","<HSG","SBP<120","Underweight","No smoke",0
"3775","Male","18-39","Other","<HSG","SBP<120","Underweight","No smoke",0
"3776","Female","18-39","Other","<HSG","SBP<120","Underweight","No smoke",0
"3777","Male","40-59","Other","<HSG","SBP<120","Underweight","No smoke",0
"3778","Female","40-59","Other","<HSG","SBP<120","Underweight","No smoke",0
"3779","Male","59+","Other","<HSG","SBP<120","Underweight","No smoke",0
"3780","Female","59+","Other","<HSG","SBP<120","Underweight","No smoke",0
"3781","Male","18-39","NH White","HSG/GED","SBP<120","Underweight","No smoke",0
"3782","Female","18-39","NH White","HSG/GED","SBP<120","Underweight","No smoke",0
"3783","Male","40-59","NH White","HSG/GED","SBP<120","Underweight","No smoke",0
"3784","Female","40-59","NH White","HSG/GED","SBP<120","Underweight","No smoke",0
"3785","Male","59+","NH White","HSG/GED","SBP<120","Underweight","No smoke",0
"3786","Female","59+","NH White","HSG/GED","SBP<120","Underweight","No smoke",0
"3787","Male","18-39","NH Black","HSG/GED","SBP<120","Underweight","No smoke",0
