"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"AUXWBR_J","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 6 YEARS - 19 YEARS",NA,NA
"AUXWBR_J","WBXFEAR","WBXFEAR","Ear tested","The ear which was tested.","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Right Ear"", ""Left Ear"", ""Missing""]; Count=[""2851"", ""2831"", ""0""]; Cumulative=[""2851"", ""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"AUXWBR_J","WBXA042","WBXA042","Absorbance Array Data Point 042","Absorbance Array Data Point 042","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.5767 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA043","WBXA043","Absorbance Array Data Point 043","Absorbance Array Data Point 043","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-8.1463 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA044","WBXA044","Absorbance Array Data Point 044","Absorbance Array Data Point 044","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-11.8413 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA045","WBXA045","Absorbance Array Data Point 045","Absorbance Array Data Point 045","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-17.5159 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA046","WBXA046","Absorbance Array Data Point 046","Absorbance Array Data Point 046","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-28.8328 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA047","WBXA047","Absorbance Array Data Point 047","Absorbance Array Data Point 047","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-49.0356 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA048","WBXA048","Absorbance Array Data Point 048","Absorbance Array Data Point 048","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-96.5769 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA049","WBXA049","Absorbance Array Data Point 049","Absorbance Array Data Point 049","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-249.3412 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA050","WBXA050","Absorbance Array Data Point 050","Absorbance Array Data Point 050","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-112.0537 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA051","WBXA051","Absorbance Array Data Point 051","Absorbance Array Data Point 051","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-40.5167 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA052","WBXA052","Absorbance Array Data Point 052","Absorbance Array Data Point 052","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-23.8561 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA053","WBXA053","Absorbance Array Data Point 053","Absorbance Array Data Point 053","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-14.2091 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA054","WBXA054","Absorbance Array Data Point 054","Absorbance Array Data Point 054","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-8.4286 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA055","WBXA055","Absorbance Array Data Point 055","Absorbance Array Data Point 055","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-5.9781 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA056","WBXA056","Absorbance Array Data Point 056","Absorbance Array Data Point 056","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.807 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA057","WBXA057","Absorbance Array Data Point 057","Absorbance Array Data Point 057","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.2359 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA058","WBXA058","Absorbance Array Data Point 058","Absorbance Array Data Point 058","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.2135 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA059","WBXA059","Absorbance Array Data Point 059","Absorbance Array Data Point 059","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.0691 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA060","WBXA060","Absorbance Array Data Point 060","Absorbance Array Data Point 060","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.9696 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA061","WBXA061","Absorbance Array Data Point 061","Absorbance Array Data Point 061","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.4299 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA062","WBXA062","Absorbance Array Data Point 062","Absorbance Array Data Point 062","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.0267 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA063","WBXA063","Absorbance Array Data Point 063","Absorbance Array Data Point 063","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-1.4173 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA064","WBXA064","Absorbance Array Data Point 064","Absorbance Array Data Point 064","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-1.0781 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA065","WBXA065","Absorbance Array Data Point 065","Absorbance Array Data Point 065","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.7006 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA066","WBXA066","Absorbance Array Data Point 066","Absorbance Array Data Point 066","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.4751 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA067","WBXA067","Absorbance Array Data Point 067","Absorbance Array Data Point 067","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.3433 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA068","WBXA068","Absorbance Array Data Point 068","Absorbance Array Data Point 068","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.2165 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA069","WBXA069","Absorbance Array Data Point 069","Absorbance Array Data Point 069","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.2193 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA070","WBXA070","Absorbance Array Data Point 070","Absorbance Array Data Point 070","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.2697 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA071","WBXA071","Absorbance Array Data Point 071","Absorbance Array Data Point 071","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.33 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA072","WBXA072","Absorbance Array Data Point 072","Absorbance Array Data Point 072","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.2474 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA073","WBXA073","Absorbance Array Data Point 073","Absorbance Array Data Point 073","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.2868 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA074","WBXA074","Absorbance Array Data Point 074","Absorbance Array Data Point 074","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.149 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA075","WBXA075","Absorbance Array Data Point 075","Absorbance Array Data Point 075","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.2612 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA076","WBXA076","Absorbance Array Data Point 076","Absorbance Array Data Point 076","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.3405 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA077","WBXA077","Absorbance Array Data Point 077","Absorbance Array Data Point 077","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.4 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA078","WBXA078","Absorbance Array Data Point 078","Absorbance Array Data Point 078","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.4721 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA079","WBXA079","Absorbance Array Data Point 079","Absorbance Array Data Point 079","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.4732 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA080","WBXA080","Absorbance Array Data Point 080","Absorbance Array Data Point 080","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.5192 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA081","WBXA081","Absorbance Array Data Point 081","Absorbance Array Data Point 081","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.5851 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA082","WBXA082","Absorbance Array Data Point 082","Absorbance Array Data Point 082","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.6957 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA083","WBXA083","Absorbance Array Data Point 083","Absorbance Array Data Point 083","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.7133 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA084","WBXA084","Absorbance Array Data Point 084","Absorbance Array Data Point 084","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.6 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA085","WBXA085","Absorbance Array Data Point 085","Absorbance Array Data Point 085","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.7013 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA086","WBXA086","Absorbance Array Data Point 086","Absorbance Array Data Point 086","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.6553 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA087","WBXA087","Absorbance Array Data Point 087","Absorbance Array Data Point 087","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-0.9868 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA088","WBXA088","Absorbance Array Data Point 088","Absorbance Array Data Point 088","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-1.3223 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA089","WBXA089","Absorbance Array Data Point 089","Absorbance Array Data Point 089","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-1.9653 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA090","WBXA090","Absorbance Array Data Point 090","Absorbance Array Data Point 090","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.8482 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA091","WBXA091","Absorbance Array Data Point 091","Absorbance Array Data Point 091","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.7924 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA092","WBXA092","Absorbance Array Data Point 092","Absorbance Array Data Point 092","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-5.7343 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA093","WBXA093","Absorbance Array Data Point 093","Absorbance Array Data Point 093","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-8.5804 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA094","WBXA094","Absorbance Array Data Point 094","Absorbance Array Data Point 094","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-11.5039 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA095","WBXA095","Absorbance Array Data Point 095","Absorbance Array Data Point 095","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-18.5572 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA096","WBXA096","Absorbance Array Data Point 096","Absorbance Array Data Point 096","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-26.318 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA097","WBXA097","Absorbance Array Data Point 097","Absorbance Array Data Point 097","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-39.3104 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA098","WBXA098","Absorbance Array Data Point 098","Absorbance Array Data Point 098","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-85.8949 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA099","WBXA099","Absorbance Array Data Point 099","Absorbance Array Data Point 099","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-197.7625 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA100","WBXA100","Absorbance Array Data Point 100","Absorbance Array Data Point 100","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-287.2568 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA101","WBXA101","Absorbance Array Data Point 101","Absorbance Array Data Point 101","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-378.7883 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA102","WBXA102","Absorbance Array Data Point 102","Absorbance Array Data Point 102","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-186.6816 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA103","WBXA103","Absorbance Array Data Point 103","Absorbance Array Data Point 103","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-99.6758 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA104","WBXA104","Absorbance Array Data Point 104","Absorbance Array Data Point 104","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-59.6207 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA105","WBXA105","Absorbance Array Data Point 105","Absorbance Array Data Point 105","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-36.3775 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA106","WBXA106","Absorbance Array Data Point 106","Absorbance Array Data Point 106","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-25.8817 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA107","WBXA107","Absorbance Array Data Point 107","Absorbance Array Data Point 107","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-19.8292 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP001","WBXP001","Phase Array Data Point 001","Phase Array Data Point 001","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-44.4602 to 149.0756"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP002","WBXP002","Phase Array Data Point 002","Phase Array Data Point 002","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-75.0274 to 161.2179"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP003","WBXP003","Phase Array Data Point 003","Phase Array Data Point 003","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-49.2346 to 147.9164"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP004","WBXP004","Phase Array Data Point 004","Phase Array Data Point 004","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-98.159 to 143.1439"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP005","WBXP005","Phase Array Data Point 005","Phase Array Data Point 005","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-69.1898 to 160.8446"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP006","WBXP006","Phase Array Data Point 006","Phase Array Data Point 006","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-41.3417 to 148.6071"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP007","WBXP007","Phase Array Data Point 007","Phase Array Data Point 007","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-179.782 to 142.6646"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP008","WBXP008","Phase Array Data Point 008","Phase Array Data Point 008","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-43.3472 to 178.2919"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXP009","WBXP009","Phase Array Data Point 009","Phase Array Data Point 009","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-40.6916 to 143.0484"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5671"", ""11""]; Cumulative=[""5671"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
