ID1,NAME1,ID2,NAME2,ID3,NAME3
133,TOPICAL AGENTS,147,OPHTHALMIC PREPARATIONS,267,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS
133,TOPICAL AGENTS,147,OPHTHALMIC PREPARATIONS,286,MYDRIATICS
133,TOPICAL AGENTS,147,OPHTHALMIC PREPARATIONS,287,OPHTHALMIC ANESTHETICS
133,TOPICAL AGENTS,147,OPHTHALMIC PREPARATIONS,321,OPHTHALMIC DIAGNOSTIC AGENTS
133,TOPICAL AGENTS,147,OPHTHALMIC PREPARATIONS,353,ANTI-ANGIOGENIC OPHTHALMIC AGENTS
133,TOPICAL AGENTS,148,OTIC PREPARATIONS,170,OTIC ANTI-INFECTIVES
133,TOPICAL AGENTS,148,OTIC PREPARATIONS,171,OTIC STEROIDS WITH ANTI-INFECTIVES
133,TOPICAL AGENTS,148,OTIC PREPARATIONS,172,MISCELLANEOUS OTIC AGENTS
133,TOPICAL AGENTS,148,OTIC PREPARATIONS,370,OTIC STEROIDS
133,TOPICAL AGENTS,148,OTIC PREPARATIONS,392,OTIC ANESTHETICS
133,TOPICAL AGENTS,148,OTIC PREPARATIONS,393,CERUMENOLYTICS
133,TOPICAL AGENTS,151,VAGINAL PREPARATIONS,268,VAGINAL ANTI-INFECTIVES
133,TOPICAL AGENTS,151,VAGINAL PREPARATIONS,269,MISCELLANEOUS VAGINAL AGENTS
133,TOPICAL AGENTS,247,NASAL PREPARATIONS,245,NASAL STEROIDS
133,TOPICAL AGENTS,247,NASAL PREPARATIONS,246,NASAL ANTIHISTAMINES AND DECONGESTANTS
153,PLASMA EXPANDERS,NA,NA,NA,NA
218,ALTERNATIVE MEDICINES,219,NUTRACEUTICAL PRODUCTS,NA,NA
242,PSYCHOTHERAPEUTIC AGENTS,79,PSYCHOTHERAPEUTIC COMBINATIONS,NA,NA
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,76,MISCELLANEOUS ANTIDEPRESSANTS
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,208,SSRI ANTIDEPRESSANTS
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,209,TRICYCLIC ANTIDEPRESSANTS
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,250,MONOAMINE OXIDASE INHIBITORS
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,306,PHENYLPIPERAZINE ANTIDEPRESSANTS
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,307,TETRACYCLIC ANTIDEPRESSANTS
242,PSYCHOTHERAPEUTIC AGENTS,249,ANTIDEPRESSANTS,308,SSNRI ANTIDEPRESSANTS
242,PSYCHOTHERAPEUTIC AGENTS,251,ANTIPSYCHOTICS,77,MISCELLANEOUS ANTIPSYCHOTIC AGENTS
242,PSYCHOTHERAPEUTIC AGENTS,251,ANTIPSYCHOTICS,210,PHENOTHIAZINE ANTIPSYCHOTICS
242,PSYCHOTHERAPEUTIC AGENTS,251,ANTIPSYCHOTICS,280,THIOXANTHENES
242,PSYCHOTHERAPEUTIC AGENTS,251,ANTIPSYCHOTICS,341,ATYPICAL ANTIPSYCHOTICS
242,PSYCHOTHERAPEUTIC AGENTS,504,ANTIMANIC AGENTS,NA,NA
254,IMMUNOLOGIC AGENTS,33,IMMUNE GLOBULINS,NA,NA
254,IMMUNOLOGIC AGENTS (DELETE),39,MISCELLANEOUS BIOLOGICALS,NA,NA
254,IMMUNOLOGIC AGENTS,104,IMMUNOSUPPRESSIVE AGENTS,441,CALCINEURIN INHIBITORS
254,IMMUNOLOGIC AGENTS,104,IMMUNOSUPPRESSIVE AGENTS,442,TNF ALPHA INHIBITORS
254,IMMUNOLOGIC AGENTS,104,IMMUNOSUPPRESSIVE AGENTS,443,INTERLEUKIN INHIBITORS
254,IMMUNOLOGIC AGENTS,104,IMMUNOSUPPRESSIVE AGENTS,444,SELECTIVE IMMUNOSUPPRESSANTS
254,IMMUNOLOGIC AGENTS,104,IMMUNOSUPPRESSIVE AGENTS,445,OTHER IMMUNOSUPPRESSANTS
254,IMMUNOLOGIC AGENTS,437,IMMUNOSTIMULANTS,32,COLONY STIMULATING FACTORS
254,IMMUNOLOGIC AGENTS,437,IMMUNOSTIMULANTS,256,INTERFERONS
254,IMMUNOLOGIC AGENTS,437,IMMUNOSTIMULANTS,439,OTHER IMMUNOSTIMULANTS
254,IMMUNOLOGIC AGENTS,437,IMMUNOSTIMULANTS,440,THERAPEUTIC VACCINES
331,RADIOLOGIC AGENTS,332,RADIOLOGIC ADJUNCTS,374,CARDIAC STRESSING AGENTS
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,173,HMG-COA REDUCTASE INHIBITORS (STATINS)
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,174,MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,241,FIBRIC ACID DERIVATIVES
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,252,BILE ACID SEQUESTRANTS
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,316,CHOLESTEROL ABSORPTION INHIBITORS
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,317,ANTIHYPERLIPIDEMIC COMBINATIONS
358,METABOLIC AGENTS,19,ANTIHYPERLIPIDEMIC AGENTS,484,PCSK9 INHIBITORS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,213,SULFONYLUREAS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,214,BIGUANIDES
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,215,INSULIN
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,216,ALPHA-GLUCOSIDASE INHIBITORS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,271,THIAZOLIDINEDIONES
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,282,MEGLITINIDES
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,314,ANTIDIABETIC COMBINATIONS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,371,DIPEPTIDYL PEPTIDASE 4 INHIBITORS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,372,AMYLIN ANALOGS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,373,GLP-1 RECEPTOR AGONISTS
358,METABOLIC AGENTS,99,ANTIDIABETIC AGENTS,458,SGLT-2 INHIBITORS
358,METABOLIC AGENTS,194,ANTIGOUT AGENTS,NA,NA
358,METABOLIC AGENTS,289,ANTIHYPERURICEMIC AGENTS,NA,NA
358,METABOLIC AGENTS,293,GLUCOSE ELEVATING AGENTS,NA,NA
358,METABOLIC AGENTS,359,PERIPHERALLY ACTING ANTIOBESITY AGENTS,NA,NA
358,METABOLIC AGENTS,361,MISCELLANEOUS METABOLIC AGENTS,NA,NA
358,METABOLIC AGENTS,409,BONE RESORPTION INHIBITORS,217,BISPHOSPHONATES
358,METABOLIC AGENTS,409,BONE RESORPTION INHIBITORS,415,MISCELLANEOUS BONE RESORPTION INHIBITORS
